peer|prefix|path|rfd|mis_rec_ratio|path-with-links|path-with-agg-links
37.49.236.1|147.28.54.0/24|('8218', '174', '2914', '5539', '58365')|False|0.07150537634408602|(('8218', '174'), ('174', '2914'), ('2914', '5539'), ('5539', '58365'))|('8218c2p', '174p2p', '2914p2c', '5539p2c')
37.49.236.1|147.28.54.0/24|('8218', '33891', '5539', '58365')|False|0.05967741935483871|(('8218', '33891'), ('33891', '5539'), ('5539', '58365'))|('8218p2p', '33891p2c', '5539p2c')
37.49.236.1|45.132.190.0/24|('8218', '174', '1299', '31027', '44869', '58360')|False|0.1827956989247312|(('8218', '174'), ('174', '1299'), ('1299', '31027'), ('31027', '44869'), ('44869', '58360'))|('8218c2p', '174p2p', '1299p2c', '31027p2c', '44869p2c')
37.49.236.1|45.132.190.0/24|('8218', '174', '2914', '31027', '44869', '58360')|False|0.2833333333333333|(('8218', '174'), ('174', '2914'), ('2914', '31027'), ('31027', '44869'), ('44869', '58360'))|('8218c2p', '174p2p', '2914p2c', '31027p2c', '44869p2c')
37.49.236.1|45.132.190.0/24|('8218', '6461', '1299', '31027', '44869', '58360')|True|0.6865591397849462|(('8218', '6461'), ('6461', '1299'), ('1299', '31027'), ('31027', '44869'), ('44869', '58360'))|('8218c2p', '6461p2p', '1299p2c', '31027p2c', '44869p2c')
37.49.236.1|45.132.190.0/24|('8218', '6461', '2914', '31027', '44869', '58360')|True|0.7736559139784946|(('8218', '6461'), ('6461', '2914'), ('2914', '31027'), ('31027', '44869'), ('44869', '58360'))|('8218c2p', '6461p2p', '2914p2c', '31027p2c', '44869p2c')
37.49.232.7|147.28.34.0/24|('8218', '174', '2914', '2497', '58361')|False|0.11881720430107527|(('8218', '174'), ('174', '2914'), ('2914', '2497'), ('2497', '58361'))|('8218c2p', '174p2p', '2914p2c', '2497p2c')
37.49.232.7|147.28.34.0/24|('8218', '6461', '2497', '58361')|True|0.85|(('8218', '6461'), ('6461', '2497'), ('2497', '58361'))|('8218c2p', '6461p2p', '2497p2c')
37.49.232.7|147.28.34.0/24|('8218', '6461', '2914', '2497', '58361')|True|0.7784946236559139|(('8218', '6461'), ('6461', '2914'), ('2914', '2497'), ('2497', '58361'))|('8218c2p', '6461p2p', '2914p2c', '2497p2c')
37.49.232.7|147.28.38.0/24|('8218', '174', '1239', '3130')|False|0.48655913978494625|(('8218', '174'), ('174', '1239'), ('1239', '3130'))|('8218c2p', '174p2p', '1239p2c')
37.49.232.7|147.28.38.0/24|('8218', '174', '2914', '3130')|False|0.10376344086021505|(('8218', '174'), ('174', '2914'), ('2914', '3130'))|('8218c2p', '174p2p', '2914p2c')
37.49.232.7|147.28.38.0/24|('8218', '6461', '1239', '3130')|True|0.7537634408602151|(('8218', '6461'), ('6461', '1239'), ('1239', '3130'))|('8218c2p', '6461p2p', '1239p2c')
37.49.232.7|147.28.38.0/24|('8218', '6461', '2914', '3130')|True|0.7559139784946236|(('8218', '6461'), ('6461', '2914'), ('2914', '3130'))|('8218c2p', '6461p2p', '2914p2c')
37.49.232.7|147.28.42.0/24|('8218', '174', '2914', '63528', '58362')|False|0.0913978494623656|(('8218', '174'), ('174', '2914'), ('2914', '63528'), ('63528', '58362'))|('8218c2p', '174p2p', '2914p2c', '63528p2c')
37.49.232.7|147.28.42.0/24|('8218', '6461', '2914', '63528', '58362')|True|0.7510752688172043|(('8218', '6461'), ('6461', '2914'), ('2914', '63528'), ('63528', '58362'))|('8218c2p', '6461p2p', '2914p2c', '63528p2c')
37.49.232.7|147.28.46.0/24|('8218', '37100', '58363')|False|0.05161290322580645|(('8218', '37100'), ('37100', '58363'))|('8218p2p', '37100p2c')
37.49.232.7|147.28.50.0/24|('8218', '174', '3356', '3549', '22548', '58364')|False|0.31129032258064515|(('8218', '174'), ('174', '3356'), ('3356', '3549'), ('3549', '22548'), ('22548', '58364'))|('8218c2p', '174p2p', '3356p2c', '3549p2c', '22548p2c')
37.49.232.7|147.28.50.0/24|('8218', '6939', '16735', '22548', '58364')|False|0.05|(('8218', '6939'), ('6939', '16735'), ('16735', '22548'), ('22548', '58364'))|('8218p2p', '6939p2c', '16735p2c', '22548p2c')
37.49.232.7|147.28.54.0/24|('8218', '174', '1299', '5539', '58365')|False|0.2639784946236559|(('8218', '174'), ('174', '1299'), ('1299', '5539'), ('5539', '58365'))|('8218c2p', '174p2p', '1299p2c', '5539p2c')
37.49.232.7|147.28.54.0/24|('8218', '174', '2914', '5539', '58365')|False|0.22258064516129034|(('8218', '174'), ('174', '2914'), ('2914', '5539'), ('5539', '58365'))|('8218c2p', '174p2p', '2914p2c', '5539p2c')
37.49.232.7|147.28.54.0/24|('8218', '33891', '5539', '58365')|False|0.05967741935483871|(('8218', '33891'), ('33891', '5539'), ('5539', '58365'))|('8218p2p', '33891p2c', '5539p2c')
37.49.232.7|45.132.190.0/24|('8218', '174', '1299', '31027', '44869', '58360')|False|0.18387096774193548|(('8218', '174'), ('174', '1299'), ('1299', '31027'), ('31027', '44869'), ('44869', '58360'))|('8218c2p', '174p2p', '1299p2c', '31027p2c', '44869p2c')
37.49.232.7|45.132.190.0/24|('8218', '174', '2914', '31027', '44869', '58360')|False|0.2849462365591398|(('8218', '174'), ('174', '2914'), ('2914', '31027'), ('31027', '44869'), ('44869', '58360'))|('8218c2p', '174p2p', '2914p2c', '31027p2c', '44869p2c')
37.49.232.7|45.132.190.0/24|('8218', '6461', '1299', '31027', '44869', '58360')|True|0.6876344086021505|(('8218', '6461'), ('6461', '1299'), ('1299', '31027'), ('31027', '44869'), ('44869', '58360'))|('8218c2p', '6461p2p', '1299p2c', '31027p2c', '44869p2c')
37.49.232.7|45.132.190.0/24|('8218', '6461', '2914', '31027', '44869', '58360')|True|0.7752688172043011|(('8218', '6461'), ('6461', '2914'), ('2914', '31027'), ('31027', '44869'), ('44869', '58360'))|('8218c2p', '6461p2p', '2914p2c', '31027p2c', '44869p2c')
37.49.236.228|147.28.34.0/24|('24482', '174', '2914', '2497', '58361')|False|0.06827956989247312|(('24482', '174'), ('174', '2914'), ('2914', '2497'), ('2497', '58361'))|('24482c2p', '174p2p', '2914p2c', '2497p2c')
37.49.236.228|147.28.34.0/24|('24482', '6453', '2497', '58361')|False|0.05|(('24482', '6453'), ('6453', '2497'), ('2497', '58361'))|('24482c2p', '6453p2p', '2497p2c')
37.49.236.228|147.28.34.0/24|('24482', '6453', '2914', '2497', '58361')|False|0.29516129032258065|(('24482', '6453'), ('6453', '2914'), ('2914', '2497'), ('2497', '58361'))|('24482c2p', '6453p2p', '2914p2c', '2497p2c')
37.49.236.228|147.28.38.0/24|('24482', '174', '2914', '3130')|False|0.05591397849462366|(('24482', '174'), ('174', '2914'), ('2914', '3130'))|('24482c2p', '174p2p', '2914p2c')
37.49.236.228|147.28.38.0/24|('24482', '3130')|False|0.05053763440860215|(('24482', '3130'),)|('24482p2p',)
37.49.236.228|147.28.38.0/24|('24482', '6453', '2914', '3130')|False|0.05268817204301075|(('24482', '6453'), ('6453', '2914'), ('2914', '3130'))|('24482c2p', '6453p2p', '2914p2c')
37.49.236.228|147.28.42.0/24|('24482', '174', '2914', '63528', '58362')|False|0.05591397849462366|(('24482', '174'), ('174', '2914'), ('2914', '63528'), ('63528', '58362'))|('24482c2p', '174p2p', '2914p2c', '63528p2c')
37.49.236.228|147.28.42.0/24|('24482', '2914', '63528', '58362')|False|0.27043010752688174|(('24482', '2914'), ('2914', '63528'), ('63528', '58362'))|('24482c2p', '2914p2c', '63528p2c')
37.49.236.228|147.28.42.0/24|('24482', '6453', '2914', '63528', '58362')|False|0.0521505376344086|(('24482', '6453'), ('6453', '2914'), ('2914', '63528'), ('63528', '58362'))|('24482c2p', '6453p2p', '2914p2c', '63528p2c')
37.49.236.228|147.28.46.0/24|('24482', '174', '1299', '37100', '58363')|False|0.3946236559139785|(('24482', '174'), ('174', '1299'), ('1299', '37100'), ('37100', '58363'))|('24482c2p', '174p2p', '1299p2c', '37100p2c')
37.49.236.228|147.28.46.0/24|('24482', '174', '37100', '58363')|False|0.2553763440860215|(('24482', '174'), ('174', '37100'), ('37100', '58363'))|('24482c2p', '174p2c', '37100p2c')
37.49.236.228|147.28.46.0/24|('24482', '37100', '58363')|False|0.05|(('24482', '37100'), ('37100', '58363'))|('24482p2p', '37100p2c')
37.49.236.228|147.28.46.0/24|('24482', '43531', '37100', '58363')|False|0.239247311827957|(('24482', '43531'), ('43531', '37100'), ('37100', '58363'))|('24482p2p', '43531p2p', '37100p2c')
37.49.236.228|147.28.50.0/24|('24482', '16735', '22548', '58364')|False|0.16182795698924732|(('24482', '16735'), ('16735', '22548'), ('22548', '58364'))|('24482p2p', '16735p2c', '22548p2c')
37.49.236.228|147.28.50.0/24|('24482', '174', '1299', '16735', '22548', '58364')|False|0.4510752688172043|(('24482', '174'), ('174', '1299'), ('1299', '16735'), ('16735', '22548'), ('22548', '58364'))|('24482c2p', '174p2p', '1299p2c', '16735p2c', '22548p2c')
37.49.236.228|147.28.50.0/24|('24482', '174', '3356', '3549', '22548', '58364')|False|0.3672043010752688|(('24482', '174'), ('174', '3356'), ('3356', '3549'), ('3549', '22548'), ('22548', '58364'))|('24482c2p', '174p2p', '3356p2c', '3549p2c', '22548p2c')
37.49.236.228|147.28.50.0/24|('24482', '6453', '1299', '16735', '22548', '58364')|False|0.4747311827956989|(('24482', '6453'), ('6453', '1299'), ('1299', '16735'), ('16735', '22548'), ('22548', '58364'))|('24482c2p', '6453p2p', '1299p2c', '16735p2c', '22548p2c')
37.49.236.228|147.28.50.0/24|('24482', '6453', '3356', '3549', '22548', '58364')|False|0.07150537634408602|(('24482', '6453'), ('6453', '3356'), ('3356', '3549'), ('3549', '22548'), ('22548', '58364'))|('24482c2p', '6453p2p', '3356p2c', '3549p2c', '22548p2c')
37.49.236.228|147.28.50.0/24|('24482', '6939', '16735', '22548', '58364')|False|0.05|(('24482', '6939'), ('6939', '16735'), ('16735', '22548'), ('22548', '58364'))|('24482p2p', '6939p2c', '16735p2c', '22548p2c')
37.49.236.228|147.28.54.0/24|('24482', '174', '1299', '5539', '58365')|False|0.09731182795698924|(('24482', '174'), ('174', '1299'), ('1299', '5539'), ('5539', '58365'))|('24482c2p', '174p2p', '1299p2c', '5539p2c')
37.49.236.228|147.28.54.0/24|('24482', '33891', '5539', '58365')|False|0.05967741935483871|(('24482', '33891'), ('33891', '5539'), ('5539', '58365'))|('24482p2p', '33891p2c', '5539p2c')
37.49.236.228|147.28.54.0/24|('24482', '43531', '5539', '58365')|False|0.3586021505376344|(('24482', '43531'), ('43531', '5539'), ('5539', '58365'))|('24482p2p', '43531p2p', '5539p2c')
37.49.236.228|147.28.54.0/24|('24482', '5539', '58365')|False|0.289247311827957|(('24482', '5539'), ('5539', '58365'))|('24482p2p', '5539p2c')
37.49.236.228|45.132.190.0/24|('24482', '174', '1299', '31027', '44869', '58360')|False|0.0967741935483871|(('24482', '174'), ('174', '1299'), ('1299', '31027'), ('31027', '44869'), ('44869', '58360'))|('24482c2p', '174p2p', '1299p2c', '31027p2c', '44869p2c')
37.49.236.228|45.132.190.0/24|('24482', '6453', '1299', '31027', '44869', '58360')|False|0.08333333333333333|(('24482', '6453'), ('6453', '1299'), ('1299', '31027'), ('31027', '44869'), ('44869', '58360'))|('24482c2p', '6453p2p', '1299p2c', '31027p2c', '44869p2c')
37.49.236.228|45.132.190.0/24|('24482', '6453', '2914', '31027', '44869', '58360')|False|0.07526881720430108|(('24482', '6453'), ('6453', '2914'), ('2914', '31027'), ('31027', '44869'), ('44869', '58360'))|('24482c2p', '6453p2p', '2914p2c', '31027p2c', '44869p2c')
37.49.236.71|147.28.50.0/24|('34019', '6939', '16735', '22548', '58364')|True|0.853225806451613|(('34019', '6939'), ('6939', '16735'), ('16735', '22548'), ('22548', '58364'))|('34019p2p', '6939p2c', '16735p2c', '22548p2c')
37.49.236.71|147.28.54.0/24|('34019', '5539', '58365')|True|0.9005376344086021|(('34019', '5539'), ('5539', '58365'))|('34019p2p', '5539p2c')
37.49.236.123|147.28.34.0/24|('198290', '174', '2914', '2497', '58361')|False|0.18064516129032257|(('198290', '174'), ('174', '2914'), ('2914', '2497'), ('2497', '58361'))|('198290c2p', '174p2p', '2914p2c', '2497p2c')
37.49.236.123|147.28.34.0/24|('198290', '2914', '2497', '58361')|False|0.05268817204301075|(('198290', '2914'), ('2914', '2497'), ('2497', '58361'))|('198290c2p', '2914p2c', '2497p2c')
37.49.236.123|147.28.34.0/24|('198290', '2914', '701', '2497', '58361')|False|0.4172043010752688|(('198290', '2914'), ('2914', '701'), ('701', '2497'), ('2497', '58361'))|('198290c2p', '2914p2p', '701p2c', '2497p2c')
37.49.236.123|147.28.38.0/24|('198290', '174', '2914', '3130')|False|0.13870967741935483|(('198290', '174'), ('174', '2914'), ('2914', '3130'))|('198290c2p', '174p2p', '2914p2c')
