nodes,ave_mcmc,risk_mcmc_mean,credible_interval_mcmc,risk_mcmc_hpd,ave_hmc,risk_hmc_mean,credible_interval_hmc,risk_hmc_hpd,total_risk
3277,0.8983889888445297,1.0,[0.82583898 0.99998183],2.0,0.9761418793620937,1.0,[0.93987834 1.        ],1.0,2.0
3280,0.8692826190507056,1.0,[0.7488854  0.99993591],2.0,0.9695118104182959,1.0,[0.90082407 1.        ],1.0,2.0
3292,0.6682537326559598,2.0,[0.92309215 0.99999844],1.0,0.8543360815124652,1.0,[0.97132901 1.        ],1.0,1.0
3303,0.9552687720499039,1.0,[0.87376778 0.98307646],1.0,0.9912940774461839,1.0,[0.89251527 0.98490722],1.0,1.0
3308,0.9439493544598626,1.0,[0.76886234 0.99995311],2.0,0.9877495431404241,1.0,[0.90140677 1.        ],1.0,2.0
3320,0.9990001055823672,1.0,[0.97872191 0.99999068],1.0,0.9998822891467806,1.0,[0.99196598 1.        ],1.0,1.0
3327,0.9042669459029213,1.0,[0.66295316 0.99985715],2.0,0.9762469925548525,1.0,[0.82935794 1.        ],2.0,2.0
3333,0.9803740114877826,1.0,[0.9206379  0.99999609],1.0,0.9964398315128301,1.0,[0.96809895 1.        ],1.0,1.0
3356,0.9686652026514376,1.0,[0.99741842 0.99999985],1.0,0.9928825648119769,1.0,[0.99955991 1.        ],1.0,1.0
3402,0.8598962511509499,1.0,[0.69722355 0.99983873],2.0,0.9073529556180865,1.0,[0.88294447 1.        ],1.0,2.0
3491,0.9037479793591997,1.0,[0.98882675 0.99999957],1.0,0.9803271922147317,1.0,[0.99592696 1.        ],1.0,1.0
3549,0.8884591209699285,1.0,[0.9966724 0.9999984],1.0,0.9731563399440627,1.0,[0.99913906 1.        ],1.0,1.0
3561,0.9638427207599982,1.0,[0.8335285  0.99998598],2.0,0.9918652539522889,1.0,[0.94316004 1.        ],1.0,2.0
3701,0.9096154043580514,1.0,[0.38544483 0.99982567],3.0,0.9776987334473725,1.0,[0.65883885 1.        ],2.0,2.0
3741,0.9732851025257813,1.0,[0.68786713 0.94757801],2.0,0.9950816315897966,1.0,[0.69829984 0.96690761],2.0,2.0
3786,0.9864532878188056,1.0,[0.86089478 0.99996432],1.0,0.9973358775523502,1.0,[0.9415656 1.       ],1.0,1.0
3910,0.8903342422624,1.0,[0.57237514 0.99995529],3.0,0.9742585660848795,1.0,[0.78121704 1.        ],2.0,2.0
4134,0.9461334189653846,1.0,[0.94262563 0.99999312],1.0,0.9871717658623191,1.0,[0.9800471 1.       ],1.0,1.0
4181,0.9696869385545562,1.0,[0.86557456 0.99995373],1.0,0.9926799631359053,1.0,[0.95764546 1.        ],1.0,1.0
4230,0.7343123577384524,2.0,[0.47129429 0.99990261],3.0,0.9254585082163567,1.0,[0.54940023 1.        ],3.0,2.0
4323,0.6691936604856246,2.0,[0.24187968 0.99964954],3.0,0.8451916214451298,2.0,[0.28101213 1.        ],3.0,3.0
4608,0.6657148577356067,2.0,[0.8736569  0.99998283],1.0,0.8471084381914802,2.0,[0.95272017 1.        ],1.0,2.0
4637,0.8831215857000022,1.0,[0.95725647 0.99999909],1.0,0.9073264373437054,1.0,[0.98621952 1.        ],1.0,1.0
4657,0.8679471241763453,1.0,[0.76892128 0.99996506],2.0,0.9710092415124404,1.0,[0.90369981 1.        ],1.0,2.0
4713,0.9989816920781652,1.0,[0.72359075 0.99974937],2.0,0.9998779806934233,1.0,[0.89309175 1.        ],1.0,2.0
4739,0.9638412008927714,1.0,[0.86974187 0.99994954],1.0,0.9921915885003709,1.0,[0.94462941 1.        ],1.0,1.0
4766,0.9222620584015294,1.0,[0.76886978 0.99999639],2.0,0.9809601810654275,1.0,[0.90854114 1.        ],1.0,2.0
4777,0.8375040529050809,2.0,[0.84256106 0.99997208],2.0,0.913236706641086,1.0,[0.94138899 1.        ],1.0,2.0
4809,0.9772632733782368,1.0,[0.80834973 0.99987498],2.0,0.9949574037367883,1.0,[0.92496723 1.        ],1.0,2.0
4826,0.9206226560987723,1.0,[0.91011356 0.99999154],1.0,0.9835325022729215,1.0,[0.96701583 1.        ],1.0,1.0
4844,0.9719553062891856,1.0,[0.83570168 0.99993089],2.0,0.9942382975967309,1.0,[0.93785578 1.        ],1.0,2.0
4901,0.8260124775277772,2.0,[0.84491432 0.99997883],2.0,0.9566714216552118,1.0,[0.93397752 1.        ],1.0,2.0
5392,0.6505259377504121,2.0,[0.95875061 0.99999773],1.0,0.8569290478910625,1.0,[0.98643985 1.        ],1.0,1.0
5394,0.957674188956235,1.0,[0.97907633 0.99999386],1.0,0.992552710674684,1.0,[0.99345608 1.        ],1.0,1.0
5396,0.9061993308694958,1.0,[0.27516247 0.77462733],3.0,0.9765531364500902,1.0,[0.29205378 0.78819762],3.0,2.0
5400,0.9296882736624038,1.0,[0.66867384 0.99989804],2.0,0.9844613320811645,1.0,[0.85124689 1.        ],1.0,2.0
5413,0.9869981695892748,1.0,[0.91383259 0.99999771],1.0,0.9977835601735346,1.0,[0.97285517 1.        ],1.0,1.0
5483,0.9908754124196844,1.0,[0.26459635 0.9997232 ],3.0,0.9983249170618534,1.0,[0.33733459 1.        ],3.0,2.0
5511,0.9838499802787066,1.0,[0.77903579 0.9999791 ],2.0,0.9966232275454873,1.0,[0.92009272 1.        ],1.0,2.0
5539,0.9883919300835755,1.0,[0.99727826 0.99999982],1.0,0.9974323866855785,1.0,[0.99948825 1.        ],1.0,1.0
5602,0.936251633938603,1.0,[0.60315811 0.9353495 ],2.0,0.9856336113553508,1.0,[0.61765095 0.93793283],2.0,2.0
5603,0.9799470082631426,1.0,[0.49744788 0.99989312],3.0,0.9957210522138198,1.0,[0.7152735 1.       ],2.0,2.0
5617,0.945952384377814,1.0,[0.24845035 0.99891921],3.0,0.9885677825924177,1.0,[0.32721686 1.        ],3.0,2.0
5645,0.9649537346729258,1.0,[0.8653871  0.99991815],1.0,0.9921578635922583,1.0,[0.95129762 1.        ],1.0,1.0
5650,0.9644141136682474,1.0,[0.88720046 0.9999233 ],1.0,0.9922210325288002,1.0,[0.96076844 1.        ],1.0,1.0
5769,0.9689193324227628,1.0,[0.84093425 0.99992365],2.0,0.9931784998837375,1.0,[0.93585768 1.        ],1.0,2.0
6057,0.964098515219279,1.0,[0.55757013 0.99993823],3.0,0.9928448549313585,1.0,[0.78840647 1.        ],2.0,2.0
6079,0.99894165578307,1.0,[0.92820288 0.9999979 ],1.0,0.9998636302986995,1.0,[0.97432568 1.        ],1.0,1.0
6082,0.9968167337436993,1.0,[0.79712356 0.99994211],2.0,0.9993201902314295,1.0,[0.91502816 1.        ],1.0,2.0
6233,0.9339678361306014,1.0,[0.91718906 0.99999869],1.0,0.9845102099190419,1.0,[0.97203421 1.        ],1.0,1.0
6423,0.8304427201801108,2.0,[0.88219956 0.99997147],1.0,0.9527374754682537,1.0,[0.96071617 1.        ],1.0,1.0
6453,0.9968992090899812,1.0,[0.9911738  0.99999743],1.0,0.9993668129403513,1.0,[0.99693881 1.        ],1.0,1.0
6461,0.9482998111211843,1.0,[0.99118293 0.9999989 ],1.0,0.9892273113928017,1.0,[0.99700038 1.        ],1.0,1.0
6539,0.9279081050264685,1.0,[1.69477209e-04 7.69899357e-01],3.0,0.9862468396037444,1.0,[4.44089210e-16 3.69364198e-01],4.0,4.0
6661,0.9786757844137042,1.0,[0.43761809 0.99875351],3.0,0.9959356978208205,1.0,[0.45338754 1.        ],3.0,2.0
6663,0.9834956482881774,1.0,[0.2526433  0.99997064],3.0,0.9966117151943361,1.0,[0.31508627 1.        ],3.0,2.0
6667,0.8892268773837134,1.0,[0.96847689 0.99999981],1.0,0.9753731734041794,1.0,[0.98978355 1.        ],1.0,1.0
6720,0.9693943319494622,1.0,[0.85287001 0.99998019],1.0,0.993431754102929,1.0,[0.94076534 1.        ],1.0,1.0
6724,0.987950108181647,1.0,[0.56870675 0.99997947],3.0,0.9976713101654748,1.0,[0.78238694 1.        ],2.0,2.0
6730,0.998444160933509,1.0,[0.88150917 0.99997585],1.0,0.9997376722512807,1.0,[0.95821631 1.        ],1.0,1.0
6762,0.992751073367854,1.0,[0.98417832 0.99999762],1.0,0.9984667636760802,1.0,[0.99422026 1.        ],1.0,1.0
6805,0.905294360798463,1.0,[0.49560291 0.9999327 ],3.0,0.9781391311622337,1.0,[0.72560264 1.        ],2.0,2.0
6830,0.9400161268229119,1.0,[0.98517903 0.99999923],1.0,0.9880126454369109,1.0,[0.99483396 1.        ],1.0,1.0
6881,0.9896008248818043,1.0,[0.79592761 0.99992435],2.0,0.9977717200340684,1.0,[0.9235796 1.       ],1.0,2.0
6882,0.8529027995390338,1.0,[0.88960836 0.99995216],1.0,0.9606979534904887,1.0,[0.95690037 1.        ],1.0,1.0
6893,0.7891515737220922,2.0,[0.8415025  0.99992999],2.0,0.9432251854722862,1.0,[0.94074753 1.        ],1.0,2.0
6894,0.905866022848262,1.0,[0.86838506 0.99997544],1.0,0.9792224040892038,1.0,[0.95319343 1.        ],1.0,1.0
6908,0.9844866798407454,1.0,[0.97751112 0.99999678],1.0,0.9967940479228304,1.0,[0.99235393 1.        ],1.0,1.0
6939,0.9672225584396714,1.0,[0.99549634 0.99999973],1.0,0.9925123694105233,1.0,[0.99833865 1.        ],1.0,1.0
7018,0.3014066633012886,4.0,[0.9081224  0.99999298],1.0,0.07869385479741262,5.0,[0.96723403 1.        ],1.0,5.0
7195,0.9673724807489971,1.0,[0.92223358 0.99998512],1.0,0.9939576606151961,1.0,[0.97457321 1.        ],1.0,1.0
7473,0.9803958644257023,1.0,[0.88760427 0.99999605],1.0,0.9959083671813734,1.0,[0.96117347 1.        ],1.0,1.0
7474,0.9902391089332551,1.0,[0.84283591 0.99996554],2.0,0.9981025484577061,1.0,[0.93901001 1.        ],1.0,2.0
7489,0.9570576389179276,1.0,[0.85299185 0.99994423],1.0,0.9904956961082793,1.0,[0.93777908 1.        ],1.0,1.0
7500,0.9683291898621651,1.0,[0.87714798 0.99993675],1.0,0.9932644271160056,1.0,[0.95742156 1.        ],1.0,1.0
7545,0.9424879588893093,1.0,[0.87728416 0.99998454],1.0,0.986736464880843,1.0,[0.95859723 1.        ],1.0,1.0
7575,0.9551774492130181,1.0,[0.95603762 0.9999986 ],1.0,0.9903375675494662,1.0,[0.98481389 1.        ],1.0,1.0
7660,0.9157277028576636,1.0,[0.87429296 0.99999527],1.0,0.9801401434738755,1.0,[0.95097413 1.        ],1.0,1.0
7713,0.9735253681407035,1.0,[0.91668291 0.99998073],1.0,0.9943918548565973,1.0,[0.97109505 1.        ],1.0,1.0
7738,0.9213351849400494,1.0,[0.9241181  0.99996726],1.0,0.9833319325821115,1.0,[0.97081879 1.        ],1.0,1.0
7922,0.9693436762473564,1.0,[0.36196747 0.9999967 ],3.0,0.9933227267606742,1.0,[0.6130926 1.       ],2.0,2.0
8100,0.9725533238025619,1.0,[0.74347414 0.99993659],2.0,0.9942159698646905,1.0,[0.90941578 1.        ],1.0,2.0
8218,0.9372869759712456,1.0,[0.9837374  0.99999911],1.0,0.9875235426752093,1.0,[0.99445777 1.        ],1.0,1.0
8220,0.9989314573545194,1.0,[0.78959996 0.96385496],2.0,0.9998591105884439,1.0,[0.8082776  0.96503233],2.0,2.0
8222,0.92665350519606,1.0,[0.64376764 0.96920609],2.0,0.9840946650814102,1.0,[0.67986179 0.98547152],2.0,2.0
8283,0.794762727048664,2.0,[0.96668524 0.99999904],1.0,0.9413404738063628,1.0,[0.98864202 1.        ],1.0,1.0
8308,0.7128989779899295,2.0,[0.6554016  0.99991083],2.0,0.7329450379353052,2.0,[0.84352027 1.        ],2.0,2.0
8359,0.9699773009974567,1.0,[0.84966002 0.99999996],2.0,0.9940379465700592,1.0,[0.9451072 1.       ],1.0,2.0
8374,0.6680268645318742,2.0,[0.74566003 0.9999463 ],2.0,0.8597678697323581,1.0,[0.89621877 1.        ],1.0,2.0
8426,0.973820410648359,1.0,[0.76779885 0.99113434],2.0,0.994203801633545,1.0,[0.79950759 0.99706042],2.0,2.0
8447,0.8946561057472912,1.0,[0.78749202 0.9999605 ],2.0,0.9747997900139856,1.0,[0.90554484 1.        ],1.0,2.0
8455,0.7481597234579126,2.0,[0.93498034 0.99998745],1.0,0.7772927370581157,2.0,[0.97586225 1.        ],1.0,2.0
8468,0.9793637177829733,1.0,[0.25375866 0.99890987],3.0,0.9958826162404094,1.0,[0.37447699 1.        ],3.0,2.0
8492,0.982561923668299,1.0,[0.91404821 0.99998635],1.0,0.9963501630145326,1.0,[0.97030498 1.        ],1.0,1.0
8560,0.9695767437165266,1.0,[0.47509822 0.99969017],3.0,0.9931124897747465,1.0,[0.71704097 1.        ],2.0,2.0
8607,0.9490985481701653,1.0,[0.77011531 0.99996098],2.0,0.9888321732253893,1.0,[0.90097929 1.        ],1.0,2.0
8660,0.6707239522765367,2.0,[0.82457647 0.99998733],2.0,0.8600808431939904,1.0,[0.92435369 1.        ],1.0,2.0
8708,0.931323865203991,1.0,[0.81517386 0.99997047],2.0,0.9852458459244953,1.0,[0.93711347 1.        ],1.0,2.0
8732,0.9345585150576681,1.0,[0.39263254 0.99981022],3.0,0.9835570117370157,1.0,[0.61406447 1.        ],2.0,2.0
8758,0.7428095062158631,2.0,[0.88870488 0.9999835 ],1.0,0.9133095139770694,1.0,[0.95524117 1.        ],1.0,1.0
8881,0.4806855623742097,3.0,[0.55797333 0.99995009],3.0,0.4373597601235757,3.0,[0.80019584 1.        ],2.0,3.0
8896,0.79320549891827,2.0,[0.85082523 0.99999888],1.0,0.9438246155507777,1.0,[0.94884184 1.        ],1.0,1.0
8928,0.9435007203865357,1.0,[0.66279577 0.99998056],2.0,0.9894973955961116,1.0,[0.84165012 1.        ],2.0,2.0
8943,0.992411984046918,1.0,[0.4766743  0.99994417],3.0,0.9985227500308856,1.0,[0.75513858 1.        ],2.0,2.0
8968,0.6661590663202845,2.0,[0.87261667 0.99998622],1.0,0.8558595452987231,1.0,[0.95815401 1.        ],1.0,1.0
9002,0.9641579995326715,1.0,[0.98810451 0.99999915],1.0,0.9920427284690633,1.0,[0.99591819 1.        ],1.0,1.0
9145,0.960601196308947,1.0,[0.37554842 0.99946348],3.0,0.9910528554410317,1.0,[0.63935817 1.        ],2.0,2.0
9304,0.9546619268983562,1.0,[0.92814307 0.99999078],1.0,0.9900983348750938,1.0,[0.97697487 1.        ],1.0,1.0
9318,0.6557856693202384,2.0,[0.66211588 0.99944615],2.0,0.8621354800914938,1.0,[0.85181122 1.        ],1.0,2.0
9498,0.9850617552521846,1.0,[0.67252672 0.99993797],2.0,0.9966681911669637,1.0,[0.8354372 1.       ],2.0,2.0
9790,0.9146558877901897,1.0,[0.7395661  0.99999365],2.0,0.9784962584865333,1.0,[0.89205048 1.        ],1.0,2.0
9902,0.7322203930286805,2.0,[0.2404546  0.99965677],3.0,0.7904725026944813,2.0,[0.3469581 1.       ],3.0,3.0
9957,0.934599713274179,1.0,[0.92925612 0.99998384],1.0,0.9859655163168334,1.0,[0.97816561 1.        ],1.0,1.0
10099,0.6561989489934243,2.0,[0.25567256 0.99954373],3.0,0.8543451024504528,1.0,[0.3411346 1.       ],3.0,3.0
10429,0.9655158450426712,1.0,[0.90984169 0.99997008],1.0,0.9928451471990695,1.0,[0.96636278 1.        ],1.0,1.0
11039,0.944157833561339,1.0,[0.88519503 0.99996479],1.0,0.9887790695488939,1.0,[0.96195308 1.        ],1.0,1.0
11164,0.9858874621855916,1.0,[0.56687558 0.99990803],3.0,0.9969425653639358,1.0,[0.80335344 1.        ],2.0,2.0
11686,0.8735147245557918,1.0,[0.87912991 0.99983844],1.0,0.9715389552159617,1.0,[0.9525539 1.       ],1.0,1.0
11708,0.9889094901677893,1.0,[0.8782661  0.99998073],1.0,0.9978580393771089,1.0,[0.96018199 1.        ],1.0,1.0
12307,0.9653835069630532,1.0,[0.93241127 0.99999352],1.0,0.9927286112311438,1.0,[0.97579003 1.        ],1.0,1.0
12310,0.8543063764767584,1.0,[0.78403176 0.99993578],2.0,0.965373181809949,1.0,[0.92493836 1.        ],1.0,2.0
12329,0.8828250964931255,1.0,[0.80176809 0.99958778],2.0,0.9694802394312576,1.0,[0.81402231 1.        ],2.0,2.0
12350,0.7460551761677825,2.0,[0.84120852 0.99993095],2.0,0.9149232370975889,1.0,[0.94570751 1.        ],1.0,2.0
12389,0.9848883232640331,1.0,[0.94068961 0.99999725],1.0,0.9969963087480669,1.0,[0.98206504 1.        ],1.0,1.0
12445,0.8865594874144684,1.0,[0.8787418  0.99998718],1.0,0.9719945058509474,1.0,[0.96225828 1.        ],1.0,1.0
12552,0.9861246712497793,1.0,[0.77930997 0.99969199],2.0,0.9969917640704735,1.0,[0.92413123 1.        ],1.0,2.0
12586,0.9564801654125273,1.0,[0.85314651 0.99999416],1.0,0.9903624364419575,1.0,[0.94786664 1.        ],1.0,1.0
12637,0.9447088419222853,1.0,[0.96588005 0.99999653],1.0,0.9886690554736682,1.0,[0.9897672 1.       ],1.0,1.0
12741,0.9595738236669012,1.0,[0.24235913 0.99997947],3.0,0.9922740683359422,1.0,[0.32832416 1.        ],3.0,2.0
12779,0.9119802436515754,1.0,[0.97823523 0.99999014],1.0,0.9826353986895086,1.0,[0.99328796 1.        ],1.0,1.0
12835,0.9543955911495391,1.0,[0.84519297 0.99998733],2.0,0.9892100696927223,1.0,[0.94842187 1.        ],1.0,2.0
12859,0.9570479139948698,1.0,[0.9318459  0.99998983],1.0,0.9909173369300963,1.0,[0.97513843 1.        ],1.0,1.0
12874,0.9394331051308495,1.0,[0.37849965 0.99967847],3.0,0.9876193823184158,1.0,[0.62241681 1.        ],2.0,2.0
12956,0.9533853822303964,1.0,[0.97481027 0.99999774],1.0,0.9892376989952845,1.0,[0.9903895 1.       ],1.0,1.0
13030,0.9148021396564461,1.0,[0.98695262 0.99999978],1.0,0.9810339662461044,1.0,[0.99594625 1.        ],1.0,1.0
13237,0.8969388492113455,1.0,[0.94137428 0.99999913],1.0,0.9745181033042953,1.0,[0.98038465 1.        ],1.0,1.0
13786,0.9426036379357765,1.0,[0.92896753 0.99996233],1.0,0.989377533040292,1.0,[0.97977251 1.        ],1.0,1.0
14007,0.9602568142397925,1.0,[0.70096132 0.99988169],2.0,0.9907338370733808,1.0,[0.88144519 1.        ],1.0,2.0
14061,0.9336762264786627,1.0,[0.98401485 0.99999356],1.0,0.9840643370363727,1.0,[0.99398991 1.        ],1.0,1.0
14259,0.9907472701284096,1.0,[0.3829849  0.99958211],3.0,0.9982113558656053,1.0,[0.57581402 1.        ],3.0,2.0
14361,0.9756298022060466,1.0,[0.78782342 0.99998116],2.0,0.994605184081411,1.0,[0.92313008 1.        ],1.0,2.0
14537,0.9449485242290593,1.0,[0.89869722 0.9999991 ],1.0,0.987930151770262,1.0,[0.96320183 1.        ],1.0,1.0
14630,0.5664575223762579,3.0,[0.96765452 0.99999581],1.0,0.8348137199022463,2.0,[0.98885273 1.        ],1.0,2.0
14840,0.9631743099678486,1.0,[0.90062237 0.99999013],1.0,0.992225917707727,1.0,[0.96627746 1.        ],1.0,1.0
14907,0.9696123239494004,1.0,[0.97420138 0.99999323],1.0,0.9943578182684474,1.0,[0.9922327 1.       ],1.0,1.0
15008,0.8267531942291544,2.0,[0.84656099 0.99997494],2.0,0.9551750900429415,1.0,[0.9498101 1.       ],1.0,2.0
15164,0.529247992457321,3.0,[0.83964175 0.99999365],2.0,0.5309569011349615,3.0,[0.95027356 1.        ],1.0,3.0
15412,0.9629819192044317,1.0,[0.55459087 0.99993777],3.0,0.992708674354153,1.0,[0.74109608 1.        ],2.0,2.0
15435,0.8548119653890673,1.0,[0.85396438 0.99997177],1.0,0.9646390050208195,1.0,[0.94917213 1.        ],1.0,1.0
15547,0.9572442319396796,1.0,[0.9428033  0.99999804],1.0,0.9902891407742859,1.0,[0.98016397 1.        ],1.0,1.0
15562,0.7409122534973929,2.0,[0.8318511  0.99999521],2.0,0.9189172801395944,1.0,[0.93181184 1.        ],1.0,2.0
15576,0.9888308764844692,1.0,[0.85622965 0.99993433],1.0,0.9977370376642286,1.0,[0.9483873 1.       ],1.0,1.0
15605,0.9572911190620936,1.0,[0.70643405 0.9999649 ],2.0,0.9904380021795489,1.0,[0.89400877 1.        ],1.0,2.0
15623,0.9495103184871221,1.0,[0.4933745  0.99975282],3.0,0.9889704217837968,1.0,[0.72272059 1.        ],2.0,2.0
15685,0.9728596838562742,1.0,[0.66473813 0.99998245],2.0,0.9944535170360406,1.0,[0.83663783 1.        ],2.0,2.0
15703,0.9713520928892926,1.0,[0.66015954 0.99998628],2.0,0.9936753014936974,1.0,[0.8643339 1.       ],1.0,2.0
