nodes,ave_mcmc,risk_mcmc_mean,credible_interval_mcmc,risk_mcmc_hpd,ave_hmc,risk_hmc_mean,credible_interval_hmc,risk_hmc_hpd,total_risk
8758,0.932419343827552,1.0,[0.88989083 0.99993216],1.0,0.9823161942719629,1.0,[0.95350411 1.        ],1.0,1.0
8881,0.7414598738240165,2.0,[0.55679671 0.99997835],3.0,0.9228931751710874,1.0,[0.78968556 1.        ],2.0,2.0
8896,0.4321182266759891,3.0,[0.84871521 0.9999503 ],2.0,0.21758522253596485,4.0,[0.94673715 1.        ],1.0,4.0
8928,0.742204115307783,2.0,[0.6773309  0.99987789],2.0,0.9181283202534762,1.0,[0.85439007 1.        ],1.0,2.0
8943,0.9424468158218501,1.0,[0.3810906  0.99959176],3.0,0.988443136500294,1.0,[0.62434109 1.        ],2.0,2.0
8968,0.9921047840533195,1.0,[0.87336124 0.99997253],1.0,0.9983961361656543,1.0,[0.95270346 1.        ],1.0,1.0
9002,0.6595643868711454,2.0,[0.98853767 0.99999509],1.0,0.8530349321672156,1.0,[0.99638068 1.        ],1.0,1.0
9145,0.9645243454914114,1.0,[0.37676392 0.99990827],3.0,0.9923550306415202,1.0,[0.55019471 1.        ],3.0,2.0
9304,0.9540336802038408,1.0,[0.93468062 0.99999565],1.0,0.9900590904040225,1.0,[0.97704432 1.        ],1.0,1.0
9318,0.9566493507082141,1.0,[0.71412279 0.9999562 ],2.0,0.9920290463982067,1.0,[0.88948494 1.        ],1.0,2.0
9498,0.6672607075765364,2.0,[0.76930862 0.9998885 ],2.0,0.856262640032967,1.0,[0.91361123 1.        ],1.0,2.0
9790,0.9825637786933208,1.0,[0.72575483 0.9998508 ],2.0,0.9966075331353589,1.0,[0.89400895 1.        ],1.0,2.0
9902,0.9267524617365616,1.0,[0.23421151 0.99948046],3.0,0.9830631197481647,1.0,[0.39081297 1.        ],3.0,2.0
9957,0.8241284413634592,2.0,[0.9245727  0.99997756],1.0,0.9557809058239991,1.0,[0.97437219 1.        ],1.0,1.0
10099,0.9335780099806589,1.0,[0.36822574 0.99963448],3.0,0.9866056237541978,1.0,[0.60202315 1.        ],2.0,2.0
10429,0.6667416541958896,2.0,[0.91658244 0.99994075],1.0,0.8519809580852903,1.0,[0.97091868 1.        ],1.0,1.0
11039,0.9636273613584897,1.0,[0.8978938  0.99999034],1.0,0.9920413125238324,1.0,[0.95818585 1.        ],1.0,1.0
11164,0.9461812890363425,1.0,[0.5646145  0.99995728],3.0,0.9889812047107975,1.0,[0.80196114 1.        ],2.0,2.0
11686,0.9849878399060535,1.0,[0.87608091 0.99996642],1.0,0.9970694434603027,1.0,[0.96055512 1.        ],1.0,1.0
11708,0.9038265472181265,1.0,[0.89248795 0.99999642],1.0,0.9784361648244763,1.0,[0.96316008 1.        ],1.0,1.0
12307,0.9896651974318054,1.0,[0.92642465 0.99999738],1.0,0.9977496932811607,1.0,[0.97285807 1.        ],1.0,1.0
12310,0.9665656490262404,1.0,[0.78861516 0.99999405],2.0,0.9929188412448927,1.0,[0.92121998 1.        ],1.0,2.0
12329,0.8532475661261487,1.0,[0.93990014 0.99999867],1.0,0.9650697724327109,1.0,[0.98114498 1.        ],1.0,1.0
12350,0.8966196619099219,1.0,[0.83733434 0.99984786],2.0,0.975276193113264,1.0,[0.940998 1.      ],1.0,2.0
12389,0.7524200175593924,2.0,[0.93495117 0.99999084],1.0,0.9165241527100344,1.0,[0.97930025 1.        ],1.0,1.0
12445,0.9858762360335611,1.0,[0.88520286 0.99999036],1.0,0.9971757104355534,1.0,[0.96370923 1.        ],1.0,1.0
12552,0.8858307812657797,1.0,[0.7716067  0.99990977],2.0,0.975423642556922,1.0,[0.91835916 1.        ],1.0,2.0
12586,0.9856635182978183,1.0,[0.85423014 0.99999156],1.0,0.9971757739518251,1.0,[0.94534026 1.        ],1.0,1.0
12637,0.9562042676582411,1.0,[0.9691207  0.99999885],1.0,0.9905215372817862,1.0,[0.98828039 1.        ],1.0,1.0
12741,0.9454934261354598,1.0,[0.24671784 0.99917215],3.0,0.9877666229738103,1.0,[0.38040731 1.        ],3.0,2.0
12779,0.9610680907783419,1.0,[0.97738525 0.999999  ],1.0,0.9918095777564476,1.0,[0.99247492 1.        ],1.0,1.0
12835,0.9372802322242725,1.0,[0.85071451 0.99994971],1.0,0.9863057917129979,1.0,[0.94271813 1.        ],1.0,1.0
12859,0.9555822787203254,1.0,[0.93764205 0.99999771],1.0,0.9905170057203716,1.0,[0.98320981 1.        ],1.0,1.0
12874,0.9573727267862874,1.0,[0.48966465 0.9998756 ],3.0,0.9898803318093232,1.0,[0.72199838 1.        ],2.0,2.0
12956,0.9313930479335722,1.0,[0.97561319 0.99999865],1.0,0.9849064931278582,1.0,[0.99141414 1.        ],1.0,1.0
13030,0.9488355244179048,1.0,[0.9879342 0.9999991],1.0,0.9900314294265391,1.0,[0.99608937 1.        ],1.0,1.0
13237,0.9361406626464487,1.0,[0.93926541 0.99997859],1.0,0.9863981982772789,1.0,[0.98050151 1.        ],1.0,1.0
13786,0.8890759122820037,1.0,[0.93471751 0.99996683],1.0,0.9739993559404249,1.0,[0.97975581 1.        ],1.0,1.0
14007,0.9406426848660248,1.0,[0.70617977 0.99998663],2.0,0.9867919714046339,1.0,[0.88165194 1.        ],1.0,2.0
14061,0.9599787183363848,1.0,[0.98349101 0.99999078],1.0,0.9889620854786483,1.0,[0.99447564 1.        ],1.0,1.0
14259,0.9299445788499849,1.0,[0.37442436 0.99978   ],3.0,0.9836849335719695,1.0,[0.55881981 1.        ],3.0,2.0
14361,0.9903193547767559,1.0,[0.79617157 0.99993604],2.0,0.9982441767489046,1.0,[0.92141655 1.        ],1.0,2.0
14537,0.9776938260378907,1.0,[0.89480316 0.99990223],1.0,0.9959650556378277,1.0,[0.96135746 1.        ],1.0,1.0
14630,0.9467036990210367,1.0,[0.96488952 0.99998009],1.0,0.9875129306571797,1.0,[0.98762774 1.        ],1.0,1.0
14840,0.7276611852477868,2.0,[0.90099187 0.99997927],1.0,0.8572962019772256,1.0,[0.96460184 1.        ],1.0,1.0
14907,0.9678616618026904,1.0,[0.97274233 0.99999947],1.0,0.9929017826480145,1.0,[0.99229635 1.        ],1.0,1.0
15008,0.9695414652378177,1.0,[0.83946664 0.99999256],2.0,0.9939726047092954,1.0,[0.93876986 1.        ],1.0,2.0
15164,0.7914159496834505,2.0,[0.85964621 0.99987788],1.0,0.9406143943219406,1.0,[0.94755944 1.        ],1.0,1.0
15412,0.959763424217861,1.0,[0.6635984  0.99997993],2.0,0.9908628820151609,1.0,[0.84050033 1.        ],2.0,2.0
15435,0.9619797599380413,1.0,[0.86608895 0.99997764],1.0,0.9915190952056193,1.0,[0.95486143 1.        ],1.0,1.0
15547,0.8550247141734663,1.0,[0.94457024 0.99999997],1.0,0.9649368765773656,1.0,[0.98216416 1.        ],1.0,1.0
15562,0.9508902337780106,1.0,[0.84439033 0.99999546],2.0,0.9897417868685632,1.0,[0.94671607 1.        ],1.0,2.0
15576,0.7948158983946086,2.0,[0.8716927  0.99989334],1.0,0.9414253479620945,1.0,[0.95792509 1.        ],1.0,1.0
15605,0.9892782270636994,1.0,[0.76438091 0.99995225],2.0,0.9977719673479674,1.0,[0.89722251 1.        ],1.0,2.0
15623,0.9558487357033995,1.0,[0.55968007 0.99998964],3.0,0.990096614920027,1.0,[0.83383234 1.        ],2.0,2.0
15685,0.9434087384434272,1.0,[0.69707123 0.9999221 ],2.0,0.98780384000408,1.0,[0.87847554 1.        ],1.0,2.0
15703,0.973363866990235,1.0,[0.66129164 0.99972838],2.0,0.9941582235063956,1.0,[0.83305445 1.        ],2.0,2.0
15704,0.970739530038758,1.0,[7.66946182e-05 8.61269004e-01],3.0,0.9942248382192282,1.0,[5.48450174e-14 9.85793308e-01],3.0,2.0
15935,0.9928911151426962,1.0,[0.87416594 0.99999391],1.0,0.9985205962649812,1.0,[0.95178059 1.        ],1.0,1.0
16095,0.924517706242857,1.0,[0.80033641 0.99993887],2.0,0.9808300470640413,1.0,[0.92050231 1.        ],1.0,2.0
16265,0.665764028323794,2.0,[0.71836366 0.99998881],2.0,0.8610063863716939,1.0,[0.87982749 1.        ],1.0,2.0
16347,0.8889021261592533,1.0,[0.7961071 0.9999665],2.0,0.9726213923313819,1.0,[0.91721699 1.        ],1.0,2.0
16735,0.9726574261651265,1.0,[0.99593653 0.99999969],1.0,0.9943515540167011,1.0,[0.99904923 1.        ],1.0,1.0
17639,0.894504894637431,1.0,[0.92439207 0.9999932 ],1.0,0.9759492280486566,1.0,[0.97411007 1.        ],1.0,1.0
18106,0.9946400546128513,1.0,[0.96538679 0.99998705],1.0,0.9987819941079497,1.0,[0.9888172 1.       ],1.0,1.0
18747,0.9943567362223448,1.0,[0.55309923 0.99967981],3.0,0.9988409810710039,1.0,[0.81404025 1.        ],2.0,2.0
18881,0.899937985635896,1.0,[0.61302798 0.99999979],2.0,0.9775714172872161,1.0,[0.84025049 1.        ],2.0,2.0
19016,0.9570236092757008,1.0,[0.62486721 0.99991024],2.0,0.990511566832588,1.0,[0.82235713 1.        ],2.0,2.0
19151,0.9720009620439464,1.0,[0.9699606  0.99999083],1.0,0.9941027984023733,1.0,[0.99169092 1.        ],1.0,1.0
19653,0.968744078256293,1.0,[0.91836903 0.99999236],1.0,0.9935050259808377,1.0,[0.97107102 1.        ],1.0,1.0
19754,0.9544185723398723,1.0,[0.86711902 0.9999905 ],1.0,0.9911614454908493,1.0,[0.95490773 1.        ],1.0,1.0
20080,0.9683581614997729,1.0,[0.87839068 0.99997033],1.0,0.9937242655640848,1.0,[0.95784651 1.        ],1.0,1.0
20130,0.9547633859726945,1.0,[0.90561103 0.99998959],1.0,0.9911134250404862,1.0,[0.9724482 1.       ],1.0,1.0
20150,0.8306410297003054,2.0,[0.87792502 0.99999622],1.0,0.9581174455836773,1.0,[0.95930616 1.        ],1.0,1.0
20205,0.9914459930305922,1.0,[0.92050945 0.99999209],1.0,0.9981320507766238,1.0,[0.97251477 1.        ],1.0,1.0
20473,0.9180294633485414,1.0,[0.94735203 0.99999051],1.0,0.979160571682407,1.0,[0.97965371 1.        ],1.0,1.0
20485,0.9417277151225166,1.0,[0.94618274 0.99999975],1.0,0.9869196071581269,1.0,[0.97969058 1.        ],1.0,1.0
20514,0.9552216512920664,1.0,[0.80694381 0.99986307],2.0,0.9904440054119933,1.0,[0.93069639 1.        ],1.0,2.0
20562,0.9601162463949333,1.0,[0.8139869  0.99986369],2.0,0.993097277489674,1.0,[0.94003735 1.        ],1.0,2.0
20764,0.9431776748855412,1.0,[0.96336258 0.99999829],1.0,0.9877200950556215,1.0,[0.98844914 1.        ],1.0,1.0
20811,0.9943494962284906,1.0,[0.95505049 0.99999721],1.0,0.9988315781963382,1.0,[0.98340786 1.        ],1.0,1.0
20912,0.9471200511548422,1.0,[0.90654354 0.99993061],1.0,0.9888018767701444,1.0,[0.96423684 1.        ],1.0,1.0
20932,0.828385316736432,2.0,[0.56298588 0.91026751],3.0,0.9571806381537106,1.0,[0.65409413 0.98186799],2.0,2.0
20953,0.9955037444364521,1.0,[0.79742774 0.99991931],2.0,0.9991518010829812,1.0,[0.9174674 1.       ],1.0,2.0
20965,0.7443819146961778,2.0,[0.84540122 0.99998442],2.0,0.9213475924802343,1.0,[0.95410617 1.        ],1.0,2.0
21283,0.9440710476147383,1.0,[0.56429895 0.99989995],3.0,0.9882732543111709,1.0,[0.8053498 1.       ],2.0,2.0
21320,0.9252553882846763,1.0,[0.8768806  0.99995783],1.0,0.9841211179955097,1.0,[0.95164762 1.        ],1.0,1.0
21385,0.9957201788280708,1.0,[0.97622125 0.99999653],1.0,0.9991528511692341,1.0,[0.99248477 1.        ],1.0,1.0
22356,0.9288127002423991,1.0,[0.88664237 0.99997566],1.0,0.9843543774365571,1.0,[0.96260765 1.        ],1.0,1.0
22548,0.8269061092750905,2.0,[0.99737115 0.99999979],1.0,0.955553965380471,1.0,[0.99944955 1.        ],1.0,1.0
22652,0.88962350720306,1.0,[0.9332592 0.9999952],1.0,0.971631881478306,1.0,[0.97702725 1.        ],1.0,1.0
23033,0.9490355373283746,1.0,[0.87157449 0.99998284],1.0,0.9900286196858942,1.0,[0.94894279 1.        ],1.0,1.0
23106,0.9890662064809669,1.0,[0.91285066 0.99999676],1.0,0.998086690241621,1.0,[0.96963681 1.        ],1.0,1.0
23352,0.6644000439957561,2.0,[0.74594818 0.99995903],2.0,0.8515049402653158,1.0,[0.88843822 1.        ],1.0,2.0
23367,0.9689912769132827,1.0,[0.93440649 0.99999512],1.0,0.9932732187640502,1.0,[0.97953455 1.        ],1.0,1.0
23473,0.9692829901271116,1.0,[0.73340216 0.99991035],2.0,0.9939026105895152,1.0,[0.89736716 1.        ],1.0,2.0
23520,0.9769238521022019,1.0,[0.87142446 0.99996252],1.0,0.9947797015927111,1.0,[0.95411389 1.        ],1.0,1.0
23673,0.953839100504653,1.0,[0.82650602 0.99989832],2.0,0.9889135539329702,1.0,[0.93511479 1.        ],1.0,2.0
23738,0.9273995958432159,1.0,[0.39197427 0.99987528],3.0,0.9845938756404302,1.0,[0.62012087 1.        ],2.0,2.0
23858,0.8715453388783128,1.0,[0.82449083 0.99999879],2.0,0.9696680741065652,1.0,[0.93286145 1.        ],1.0,2.0
24013,0.9315113132175056,1.0,[0.93927939 0.9999847 ],1.0,0.9843259666203602,1.0,[0.97894013 1.        ],1.0,1.0
24130,0.9593626644810807,1.0,[0.24192435 0.99954384],3.0,0.9918449204711691,1.0,[0.32106055 1.        ],3.0,2.0
24218,0.6650401114626775,2.0,[0.61030453 0.99997473],2.0,0.859676059186731,1.0,[0.84246103 1.        ],2.0,2.0
24441,0.995780723026987,1.0,[0.83409074 0.99997225],2.0,0.9990646163940075,1.0,[0.94408278 1.        ],1.0,2.0
24482,0.9651435022176512,1.0,[0.98558511 0.99999738],1.0,0.9926801257766397,1.0,[0.99465769 1.        ],1.0,1.0
24516,0.8228739071937556,2.0,[0.93913724 0.99998928],1.0,0.9538001438355238,1.0,[0.98194028 1.        ],1.0,1.0
24611,0.9381855897661556,1.0,[0.47676152 0.99997852],3.0,0.9878640286049977,1.0,[0.68057874 1.        ],2.0,2.0
24724,0.9549151438208683,1.0,[0.26515224 0.99992373],3.0,0.9905185083728338,1.0,[0.38874572 1.        ],3.0,2.0
24785,0.7391152391377109,2.0,[0.69599105 0.99992302],2.0,0.9158660389864748,1.0,[0.87068325 1.        ],1.0,2.0
24796,0.9399472755865077,1.0,[0.65310694 0.99986255],2.0,0.986982879650295,1.0,[0.83985616 1.        ],2.0,2.0
24811,0.9739513492893203,1.0,[0.69154368 0.99989109],2.0,0.9949221695573944,1.0,[0.88395425 1.        ],1.0,2.0
24875,0.9920474990870066,1.0,[0.9134879  0.99997956],1.0,0.9984966955593159,1.0,[0.9710843 1.       ],1.0,1.0
24961,0.9546968158342548,1.0,[0.96430948 0.99997701],1.0,0.9901410558791539,1.0,[0.98697468 1.        ],1.0,1.0
25091,0.9511599103011883,1.0,[0.9498367  0.99999151],1.0,0.9899913258929319,1.0,[0.98444214 1.        ],1.0,1.0
25152,0.994786454595347,1.0,[0.91630372 0.99994526],1.0,0.99897117201174,1.0,[0.97418261 1.        ],1.0,1.0
25160,0.9332093323541074,1.0,[0.89479258 0.99997564],1.0,0.9848462286166674,1.0,[0.95943257 1.        ],1.0,1.0
25220,0.9284010424802779,1.0,[0.91589379 0.9999911 ],1.0,0.9841514245297688,1.0,[0.97116991 1.        ],1.0,1.0
25227,0.9642802221683148,1.0,[0.87691605 0.99998283],1.0,0.9930515852443071,1.0,[0.96383129 1.        ],1.0,1.0
25291,0.9215071936434387,1.0,[0.5730681  0.99997011],3.0,0.9829868657883432,1.0,[0.79467343 1.        ],2.0,2.0
25369,0.9982919690762675,1.0,[0.89589162 0.99995864],1.0,0.9997168823281518,1.0,[0.97091046 1.        ],1.0,1.0
25512,0.9833343848486076,1.0,[0.25629484 0.99982544],3.0,0.9970513805732542,1.0,[0.33289995 1.        ],3.0,2.0
26073,0.9625505793513071,1.0,[0.92701492 0.99999755],1.0,0.9917018617607626,1.0,[0.97198607 1.        ],1.0,1.0
26615,0.993743710414415,1.0,[0.38620039 0.99939438],3.0,0.9986223100933003,1.0,[0.60248559 1.        ],2.0,2.0
27446,0.8265243174253802,2.0,[0.82566777 0.99996875],2.0,0.9576952289562939,1.0,[0.92401314 1.        ],1.0,2.0
27678,0.9140721882785199,1.0,[0.79569125 0.99985812],2.0,0.9807376237831333,1.0,[0.91791322 1.        ],1.0,2.0
27986,0.9449953952862704,1.0,[0.65509148 0.99981026],2.0,0.9885470809101732,1.0,[0.86956931 1.        ],1.0,2.0
28186,0.9685356879713226,1.0,[0.97459644 0.99999206],1.0,0.9932254254569726,1.0,[0.99306269 1.        ],1.0,1.0
28260,0.7929396127426016,2.0,[0.82280218 0.99999829],2.0,0.9431372401213387,1.0,[0.92999622 1.        ],1.0,2.0
28263,0.9957604496110606,1.0,[0.83227889 0.99999498],2.0,0.9991819907259251,1.0,[0.93383703 1.        ],1.0,2.0
28329,0.9831653611338373,1.0,[0.92841806 0.99998913],1.0,0.9967451421530598,1.0,[0.97916236 1.        ],1.0,1.0
28513,0.947838472401165,1.0,[0.49436973 0.99995337],3.0,0.9885329780484728,1.0,[0.74929603 1.        ],2.0,2.0
28571,0.935814616887769,1.0,[0.88607619 0.99990696],1.0,0.984494973241601,1.0,[0.96239238 1.        ],1.0,1.0
28598,0.9029765594499141,1.0,[0.6977392  0.99999947],2.0,0.9790077986639001,1.0,[0.86814696 1.        ],1.0,2.0
28634,0.8547566246342387,1.0,[0.96535338 0.9999955 ],1.0,0.9628632232860621,1.0,[0.98984583 1.        ],1.0,1.0
28657,0.9488303653096789,1.0,[0.24368439 0.99794913],3.0,0.9894249931614172,1.0,[0.41882835 1.        ],3.0,2.0
28716,0.790398520685201,2.0,[0.91538722 0.99999357],1.0,0.9400224145617951,1.0,[0.96879159 1.        ],1.0,1.0
28792,0.9364038145950943,1.0,[0.68871142 0.99986387],2.0,0.9863059229380609,1.0,[0.86236115 1.        ],1.0,2.0
28824,0.9572376113440166,1.0,[0.66527974 0.99993592],2.0,0.9914909213413985,1.0,[0.85823325 1.        ],1.0,2.0
28917,0.977133451648722,1.0,[0.89502155 0.99996923],1.0,0.995145438047859,1.0,[0.95996902 1.        ],1.0,1.0
29075,0.9553321469352534,1.0,[0.94481913 0.99998412],1.0,0.9902643535196374,1.0,[0.983328 1.      ],1.0,1.0
29140,0.980191463039399,1.0,[0.91527249 0.99998995],1.0,0.9959571418158614,1.0,[0.97170154 1.        ],1.0,1.0
29152,0.8980655887310104,1.0,[0.37309584 0.99976384],3.0,0.9779644372301156,1.0,[0.649923 1.      ],2.0,2.0
29208,0.8712721379939167,1.0,[0.62181426 0.99980576],2.0,0.9677153896260049,1.0,[0.83922034 1.        ],2.0,2.0
29222,0.9565595385762797,1.0,[0.87261384 0.99999356],1.0,0.9914679618611669,1.0,[0.95276617 1.        ],1.0,1.0
29467,0.9892550384326738,1.0,[0.953036   0.99999643],1.0,0.9977566013291266,1.0,[0.9863745 1.       ],1.0,1.0
29479,0.9696414327538442,1.0,[0.91140947 0.99998732],1.0,0.9939375251606871,1.0,[0.96842784 1.        ],1.0,1.0
29484,0.6545776062347377,2.0,[0.95355126 0.99999732],1.0,0.8621802983997374,1.0,[0.98593292 1.        ],1.0,1.0
29504,0.9688158767670015,1.0,[0.88215836 0.99998575],1.0,0.9937851996978931,1.0,[0.95999674 1.        ],1.0,1.0
29608,0.9991116853386284,1.0,[0.27206522 0.99921709],3.0,0.9999452739161218,1.0,[0.40398148 1.        ],3.0,2.0
29680,0.9653088636616823,1.0,[0.62510835 0.97800885],2.0,0.9929005148324589,1.0,[0.70201504 0.99999542],2.0,2.0
29686,0.9646285428432532,1.0,[0.90132341 0.99999633],1.0,0.9931088344836021,1.0,[0.96006061 1.        ],1.0,1.0
29691,0.6754317574934098,2.0,[0.96329582 0.99999615],1.0,0.8570936623603058,1.0,[0.98794824 1.        ],1.0,1.0
29695,0.9915428122155037,1.0,[0.55692769 0.99970165],3.0,0.9984453255159361,1.0,[0.756009 1.      ],2.0,2.0
30132,0.9222060166841143,1.0,[0.86299186 0.99999117],1.0,0.98142442474683,1.0,[0.95387373 1.        ],1.0,1.0
30722,0.8336045591748237,2.0,[0.83347554 0.99997259],2.0,0.9550224789537087,1.0,[0.93010431 1.        ],1.0,2.0
30781,0.6657055755644414,2.0,[0.91640258 0.9999746 ],1.0,0.8537583010332773,1.0,[0.97362236 1.        ],1.0,1.0
31019,0.6730655858754242,2.0,[0.89076302 0.99998913],1.0,0.8693405765446655,1.0,[0.96048627 1.        ],1.0,1.0
31027,0.6585899413135724,2.0,[0.99717609 0.99999998],1.0,0.8592603568491043,1.0,[0.99947353 1.        ],1.0,1.0
31133,0.8964697150261117,1.0,[0.84462403 0.99995   ],2.0,0.9767560231462332,1.0,[0.94521283 1.        ],1.0,2.0
31313,0.7364659664007469,2.0,[0.84105298 0.99996457],2.0,0.9170924973069664,1.0,[0.9437014 1.       ],1.0,2.0
31463,0.9783723076486224,1.0,[0.90086869 0.99999008],1.0,0.9957373479745482,1.0,[0.96665882 1.        ],1.0,1.0
31500,0.7355215082118499,2.0,[0.86885702 0.9998927 ],1.0,0.9059751328343142,1.0,[0.95127627 1.        ],1.0,1.0
31742,0.9887077322621848,1.0,[0.84370359 0.9999296 ],2.0,0.9976342797843089,1.0,[0.94137009 1.        ],1.0,2.0
32354,0.9839248784636456,1.0,[0.87324042 0.99997193],1.0,0.9966137640691607,1.0,[0.96098969 1.        ],1.0,1.0
32703,0.9647247297779282,1.0,[0.77665454 0.99966776],2.0,0.9926821901629146,1.0,[0.91737505 1.        ],1.0,2.0
32709,0.9659600693047974,1.0,[0.91086058 0.99998239],1.0,0.993973406916761,1.0,[0.96503383 1.        ],1.0,1.0
33597,0.8319763215896946,2.0,[0.47631333 0.99998459],3.0,0.9532089741988131,1.0,[0.71094315 1.        ],2.0,2.0
33891,0.9637450030839134,1.0,[0.99484654 0.99999924],1.0,0.9920632478031457,1.0,[0.99829485 1.        ],1.0,1.0
34019,0.9687404229713498,1.0,[0.74363663 0.99998219],2.0,0.993988928241379,1.0,[0.89035944 1.        ],1.0,2.0
34177,0.9542564602359073,1.0,[0.8649107  0.99996856],1.0,0.990099141865153,1.0,[0.9420157 1.       ],1.0,1.0
34209,0.7410009522744784,2.0,[0.86159943 0.99996715],1.0,0.9191109079135532,1.0,[0.94690679 1.        ],1.0,1.0
34224,0.9687982999892604,1.0,[0.79686262 0.99997551],2.0,0.9934659957160108,1.0,[0.91947616 1.        ],1.0,2.0
34288,0.8849246139321302,1.0,[0.97304203 0.99999859],1.0,0.9752146718192752,1.0,[0.99028144 1.        ],1.0,1.0
34549,0.8964910938988084,1.0,[0.97635567 0.99998587],1.0,0.9756321646786378,1.0,[0.99250423 1.        ],1.0,1.0
34681,0.9542020600886274,1.0,[0.94389889 0.99999085],1.0,0.9905975188742159,1.0,[0.98362445 1.        ],1.0,1.0
34691,0.8203938374142659,2.0,[0.82601476 0.99997159],2.0,0.8699456802106714,1.0,[0.93935043 1.        ],1.0,2.0
34779,0.9646065580925326,1.0,[0.7212411  0.99998414],2.0,0.9916734826743471,1.0,[0.88779799 1.        ],1.0,2.0
34800,0.9989528391316796,1.0,[0.85463182 0.9999902 ],1.0,0.9998658684872981,1.0,[0.95126 1.     ],1.0,1.0
34854,0.9989081802655378,1.0,[0.84136587 0.99998936],2.0,0.9998409576488131,1.0,[0.9419308 1.       ],1.0,2.0
34872,0.9988442586631,1.0,[0.94899618 0.99997626],1.0,0.9998388640193347,1.0,[0.98425115 1.        ],1.0,1.0
34927,0.9990074487789978,1.0,[0.96228434 0.99999898],1.0,0.9998883925795957,1.0,[0.98727361 1.        ],1.0,1.0
34968,0.9989822740492134,1.0,[0.75863778 0.99986159],2.0,0.9998774210774584,1.0,[0.8993409 1.       ],1.0,2.0
35266,0.999020830430411,1.0,[0.80654849 0.99996643],2.0,0.9998767911579359,1.0,[0.92026689 1.        ],1.0,2.0
35280,0.9425680894534613,1.0,[0.92940571 0.99999258],1.0,0.9876079681018043,1.0,[0.97401762 1.        ],1.0,1.0
35297,0.9871005586593448,1.0,[8.49814267e-04 9.02140840e-01],3.0,0.9974999675174087,1.0,[1.33226763e-15 9.91275501e-01],3.0,2.0
35369,0.8248020594817201,2.0,[0.8157269  0.99999504],2.0,0.9519778821387045,1.0,[0.93426922 1.        ],1.0,2.0
35600,0.9805526410985262,1.0,[0.81732022 0.99977846],2.0,0.9956744277307016,1.0,[0.92684397 1.        ],1.0,2.0
35619,0.660872565526341,2.0,[0.7727315  0.99996356],2.0,0.8681894361336769,1.0,[0.90855336 1.        ],1.0,2.0
35625,0.9717070502054167,1.0,[0.4930883  0.99970004],3.0,0.9941851547054783,1.0,[0.74206378 1.        ],2.0,2.0
35665,0.9238939687628672,1.0,[0.66567072 0.99990276],2.0,0.9828776430349638,1.0,[0.85193694 1.        ],1.0,2.0
35908,0.9324036899767564,1.0,[0.94431144 0.99999846],1.0,0.9844356051004379,1.0,[0.98344851 1.        ],1.0,1.0
36236,0.884284608024052,1.0,[0.91227922 0.99998486],1.0,0.9739600096778472,1.0,[0.9023468 1.       ],1.0,1.0
36351,0.8723881429439037,1.0,[0.89699557 0.99996454],1.0,0.9646597595498799,1.0,[0.9714987 1.       ],1.0,1.0
36828,0.9989804206893493,1.0,[0.82320522 0.99996524],2.0,0.9998873696504018,1.0,[0.93250093 1.        ],1.0,2.0
37100,0.9157847808097067,1.0,[0.99726883 0.99999763],1.0,0.9838974772448149,1.0,[0.99944298 1.        ],1.0,1.0
37271,0.9800348920600939,1.0,[0.92416474 0.99996709],1.0,0.9962839943457252,1.0,[0.97125023 1.        ],1.0,1.0
37468,0.9506669925807526,1.0,[0.98037063 0.99999389],1.0,0.9896976219316184,1.0,[0.99358774 1.        ],1.0,1.0
37474,0.9840965267538272,1.0,[0.80394323 0.99997064],2.0,0.9969417056612373,1.0,[0.92397397 1.        ],1.0,2.0
37497,0.9357429194566615,1.0,[0.92278959 0.99998207],1.0,0.9851538373193794,1.0,[0.97101465 1.        ],1.0,1.0
37721,0.9836481512406565,1.0,[0.91426236 0.99998805],1.0,0.9966883362877478,1.0,[0.97093744 1.        ],1.0,1.0
37989,0.9764281318217086,1.0,[0.88236145 0.9999989 ],1.0,0.9949001653775031,1.0,[0.9509803 1.       ],1.0,1.0
38001,0.8745981533418855,1.0,[0.8830759 0.9999708],1.0,0.966303869733994,1.0,[0.96202937 1.        ],1.0,1.0
38091,0.9113880891347839,1.0,[0.81532191 0.99998436],2.0,0.9981145606322657,1.0,[0.94255232 1.        ],1.0,2.0
38726,0.9658965445707486,1.0,[0.96160906 0.9999872 ],1.0,0.9934575787789983,1.0,[0.98799803 1.        ],1.0,1.0
38880,0.998127385988199,1.0,[0.90473582 0.99999316],1.0,0.9996537794208458,1.0,[0.96582771 1.        ],1.0,1.0
38883,0.9584368227677176,1.0,[0.87017194 0.99972401],1.0,0.9903178309790748,1.0,[0.97282569 1.        ],1.0,1.0
38930,0.8934344352136956,1.0,[0.86515441 0.99999356],1.0,0.9772158417757114,1.0,[0.95367723 1.        ],1.0,1.0
39120,0.8517246252591538,1.0,[0.94674158 0.99992725],1.0,0.9585736276199458,1.0,[0.98051062 1.        ],1.0,1.0
39122,0.8524549028652975,1.0,[0.84124345 0.99999863],2.0,0.963873251789477,1.0,[0.9343903 1.       ],1.0,2.0
39180,0.9708357975185945,1.0,[0.53513534 0.99990875],3.0,0.9938415159649242,1.0,[0.76296291 1.        ],2.0,2.0
