peer|prefix|path|rfd|mis_rec_ratio|path-with-links|path-with-agg-links
2a0c:b641:402::1|147.28.53.0/24|('208709', '21385', '5539', '58365')|False|0.44061302681992337|(('208709', '21385'), ('21385', '5539'), ('5539', '58365'))|('208709None', '21385p2c', '5539p2c')
2a0c:b641:402::1|147.28.53.0/24|('208709', '49697', '39533', '5539', '58365')|False|0.40325670498084293|(('208709', '49697'), ('49697', '39533'), ('39533', '5539'), ('5539', '58365'))|('208709c2p', '49697p2p', '39533p2p', '5539p2c')
2a0c:b641:402::1|147.28.53.0/24|('208709', '5539', '58365')|False|0.0009578544061302681|(('208709', '5539'), ('5539', '58365'))|('208709None', '5539p2c')
2a0c:b641:402::1|45.132.189.0/24|('208709', '49697', '39912', '31027', '44869', '58360')|False|0.0842911877394636|(('208709', '49697'), ('49697', '39912'), ('39912', '31027'), ('31027', '44869'), ('44869', '58360'))|('208709c2p', '49697p2p', '39912p2p', '31027p2c', '44869p2c')
2a0c:b641:402::1|45.132.189.0/24|('208709', '58299', '13030', '31027', '44869', '58360')|False|0.47413793103448276|(('208709', '58299'), ('58299', '13030'), ('13030', '31027'), ('31027', '44869'), ('44869', '58360'))|('208709p2p', '58299c2p', '13030p2p', '31027p2c', '44869p2c')
2a0c:b641:402::1|45.132.189.0/24|('208709', '58299', '6939', '31027', '44869', '58360')|False|0.22413793103448276|(('208709', '58299'), ('58299', '6939'), ('6939', '31027'), ('31027', '44869'), ('44869', '58360'))|('208709p2p', '58299c2p', '6939p2p', '31027p2c', '44869p2c')
2a0c:b642:fc0::1|147.28.33.0/24|('34854', '34549', '1299', '2497', '58361')|False|0.4482758620689655|(('34854', '34549'), ('34549', '1299'), ('1299', '2497'), ('2497', '58361'))|('34854None', '34549c2p', '1299p2p', '2497p2c')
2a0c:b642:fc0::1|147.28.37.0/24|('34854', '34549', '1299', '2914', '3130')|False|0.4511494252873563|(('34854', '34549'), ('34549', '1299'), ('1299', '2914'), ('2914', '3130'))|('34854None', '34549c2p', '1299p2p', '2914p2c')
2a0c:b642:fc0::1|147.28.41.0/24|('34854', '34549', '1299', '2914', '63528', '58362')|False|0.4396551724137931|(('34854', '34549'), ('34549', '1299'), ('1299', '2914'), ('2914', '63528'), ('63528', '58362'))|('34854None', '34549c2p', '1299p2p', '2914p2c', '63528p2c')
2a0c:b642:fc0::1|147.28.45.0/24|('34854', '34549', '1299', '37100', '58363')|False|0.45977011494252873|(('34854', '34549'), ('34549', '1299'), ('1299', '37100'), ('37100', '58363'))|('34854None', '34549c2p', '1299p2c', '37100p2c')
2a0c:b642:fc0::1|147.28.45.0/24|('34854', '34549', '37100', '58363')|False|0.43486590038314177|(('34854', '34549'), ('34549', '37100'), ('37100', '58363'))|('34854None', '34549None', '37100p2c')
2a0c:b642:fc0::1|147.28.49.0/24|('34854', '34549', '3257', '16735', '22548', '58364')|False|0.44157088122605365|(('34854', '34549'), ('34549', '3257'), ('3257', '16735'), ('16735', '22548'), ('22548', '58364'))|('34854None', '34549c2p', '3257p2c', '16735p2c', '22548p2c')
2a0c:b642:fc0::1|45.132.189.0/24|('34854', '34549', '1299', '31027', '44869', '58360')|False|0.43103448275862066|(('34854', '34549'), ('34549', '1299'), ('1299', '31027'), ('31027', '44869'), ('44869', '58360'))|('34854None', '34549c2p', '1299p2c', '31027p2c', '44869p2c')
2.56.11.1|147.28.33.0/24|('34854', '34549', '1299', '2497', '58361')|False|0.44731800766283525|(('34854', '34549'), ('34549', '1299'), ('1299', '2497'), ('2497', '58361'))|('34854None', '34549c2p', '1299p2p', '2497p2c')
2.56.11.1|147.28.37.0/24|('34854', '34549', '1299', '2914', '3130')|False|0.4511494252873563|(('34854', '34549'), ('34549', '1299'), ('1299', '2914'), ('2914', '3130'))|('34854None', '34549c2p', '1299p2p', '2914p2c')
2.56.11.1|147.28.41.0/24|('34854', '34549', '1299', '2914', '63528', '58362')|False|0.44061302681992337|(('34854', '34549'), ('34549', '1299'), ('1299', '2914'), ('2914', '63528'), ('63528', '58362'))|('34854None', '34549c2p', '1299p2p', '2914p2c', '63528p2c')
2.56.11.1|147.28.45.0/24|('34854', '34549', '1299', '37100', '58363')|False|0.4616858237547893|(('34854', '34549'), ('34549', '1299'), ('1299', '37100'), ('37100', '58363'))|('34854None', '34549c2p', '1299p2c', '37100p2c')
2.56.11.1|147.28.45.0/24|('34854', '34549', '37100', '58363')|False|0.43582375478927204|(('34854', '34549'), ('34549', '37100'), ('37100', '58363'))|('34854None', '34549None', '37100p2c')
2.56.11.1|147.28.49.0/24|('34854', '34549', '1299', '3356', '3549', '22548', '58364')|False|0.4942528735632184|(('34854', '34549'), ('34549', '1299'), ('1299', '3356'), ('3356', '3549'), ('3549', '22548'), ('22548', '58364'))|('34854None', '34549c2p', '1299p2p', '3356p2c', '3549p2c', '22548p2c')
2.56.11.1|147.28.49.0/24|('34854', '34549', '3257', '16735', '22548', '58364')|False|0.44061302681992337|(('34854', '34549'), ('34549', '3257'), ('3257', '16735'), ('16735', '22548'), ('22548', '58364'))|('34854None', '34549c2p', '3257p2c', '16735p2c', '22548p2c')
2.56.11.1|45.132.189.0/24|('34854', '34549', '1299', '31027', '44869', '58360')|False|0.43199233716475094|(('34854', '34549'), ('34549', '1299'), ('1299', '31027'), ('31027', '44869'), ('44869', '58360'))|('34854None', '34549c2p', '1299p2c', '31027p2c', '44869p2c')
2.56.184.254|147.28.33.0/24|('54574', '174', '2914', '2497', '58361')|False|0.3017241379310345|(('54574', '174'), ('174', '2914'), ('2914', '2497'), ('2497', '58361'))|('54574c2p', '174p2p', '2914p2c', '2497p2c')
2.56.184.254|147.28.33.0/24|('54574', '174', '701', '2497', '58361')|False|0.30842911877394635|(('54574', '174'), ('174', '701'), ('701', '2497'), ('2497', '58361'))|('54574c2p', '174p2p', '701p2c', '2497p2c')
2.56.184.254|147.28.33.0/24|('54574', '3257', '2497', '58361')|False|0.031609195402298854|(('54574', '3257'), ('3257', '2497'), ('2497', '58361'))|('54574c2p', '3257p2p', '2497p2c')
2.56.184.254|147.28.37.0/24|('54574', '174', '1239', '3130')|False|0.46360153256704983|(('54574', '174'), ('174', '1239'), ('1239', '3130'))|('54574c2p', '174p2p', '1239p2c')
2.56.184.254|147.28.37.0/24|('54574', '174', '2914', '3130')|False|0.4482758620689655|(('54574', '174'), ('174', '2914'), ('2914', '3130'))|('54574c2p', '174p2p', '2914p2c')
2.56.184.254|147.28.37.0/24|('54574', '3257', '1239', '3130')|False|0.04597701149425287|(('54574', '3257'), ('3257', '1239'), ('1239', '3130'))|('54574c2p', '3257p2p', '1239p2c')
2.56.184.254|147.28.37.0/24|('54574', '3257', '2914', '3130')|False|0.06130268199233716|(('54574', '3257'), ('3257', '2914'), ('2914', '3130'))|('54574c2p', '3257p2p', '2914p2c')
2.56.184.254|147.28.41.0/24|('54574', '174', '2914', '63528', '58362')|False|0.06321839080459771|(('54574', '174'), ('174', '2914'), ('2914', '63528'), ('63528', '58362'))|('54574c2p', '174p2p', '2914p2c', '63528p2c')
2.56.184.254|147.28.41.0/24|('54574', '3257', '2914', '63528', '58362')|False|0.033524904214559385|(('54574', '3257'), ('3257', '2914'), ('2914', '63528'), ('63528', '58362'))|('54574c2p', '3257p2p', '2914p2c', '63528p2c')
2.56.184.254|147.28.45.0/24|('54574', '174', '37100', '58363')|False|0.30842911877394635|(('54574', '174'), ('174', '37100'), ('37100', '58363'))|('54574c2p', '174p2c', '37100p2c')
2.56.184.254|147.28.45.0/24|('54574', '3257', '1299', '37100', '58363')|False|0.4885057471264368|(('54574', '3257'), ('3257', '1299'), ('1299', '37100'), ('37100', '58363'))|('54574c2p', '3257p2p', '1299p2c', '37100p2c')
2.56.184.254|147.28.45.0/24|('54574', '3257', '174', '37100', '58363')|False|0.04693486590038314|(('54574', '3257'), ('3257', '174'), ('174', '37100'), ('37100', '58363'))|('54574c2p', '3257p2p', '174p2c', '37100p2c')
2.56.184.254|147.28.45.0/24|('54574', '3257', '37100', '58363')|False|0.033524904214559385|(('54574', '3257'), ('3257', '37100'), ('37100', '58363'))|('54574c2p', '3257p2c', '37100p2c')
2.56.184.254|147.28.49.0/24|('54574', '174', '3356', '3549', '22548', '58364')|False|0.05363984674329502|(('54574', '174'), ('174', '3356'), ('3356', '3549'), ('3549', '22548'), ('22548', '58364'))|('54574c2p', '174p2p', '3356p2c', '3549p2c', '22548p2c')
2.56.184.254|147.28.49.0/24|('54574', '3257', '16735', '22548', '58364')|False|0.04118773946360153|(('54574', '3257'), ('3257', '16735'), ('16735', '22548'), ('22548', '58364'))|('54574c2p', '3257p2c', '16735p2c', '22548p2c')
2.56.184.254|147.28.49.0/24|('54574', '3257', '3356', '3549', '22548', '58364')|False|0.04310344827586207|(('54574', '3257'), ('3257', '3356'), ('3356', '3549'), ('3549', '22548'), ('22548', '58364'))|('54574c2p', '3257p2p', '3356p2c', '3549p2c', '22548p2c')
2.56.184.254|147.28.53.0/24|('54574', '174', '1299', '5539', '58365')|False|0.44061302681992337|(('54574', '174'), ('174', '1299'), ('1299', '5539'), ('5539', '58365'))|('54574c2p', '174p2p', '1299p2c', '5539p2c')
2.56.184.254|147.28.53.0/24|('54574', '174', '2914', '5539', '58365')|False|0.2768199233716475|(('54574', '174'), ('174', '2914'), ('2914', '5539'), ('5539', '58365'))|('54574c2p', '174p2p', '2914p2c', '5539p2c')
2.56.184.254|147.28.53.0/24|('54574', '3257', '1299', '5539', '58365')|False|0.3333333333333333|(('54574', '3257'), ('3257', '1299'), ('1299', '5539'), ('5539', '58365'))|('54574c2p', '3257p2p', '1299p2c', '5539p2c')
2.56.184.254|147.28.53.0/24|('54574', '3257', '2914', '5539', '58365')|False|0.032567049808429116|(('54574', '3257'), ('3257', '2914'), ('2914', '5539'), ('5539', '58365'))|('54574c2p', '3257p2p', '2914p2c', '5539p2c')
2.56.184.254|147.28.53.0/24|('54574', '3257', '3356', '33891', '5539', '58365')|False|0.2021072796934866|(('54574', '3257'), ('3257', '3356'), ('3356', '33891'), ('33891', '5539'), ('5539', '58365'))|('54574c2p', '3257p2p', '3356p2c', '33891p2c', '5539p2c')
2.56.184.254|45.132.189.0/24|('54574', '174', '1299', '31027', '44869', '58360')|False|0.24329501915708812|(('54574', '174'), ('174', '1299'), ('1299', '31027'), ('31027', '44869'), ('44869', '58360'))|('54574c2p', '174p2p', '1299p2c', '31027p2c', '44869p2c')
2.56.184.254|45.132.189.0/24|('54574', '3257', '1299', '31027', '44869', '58360')|False|0.06992337164750957|(('54574', '3257'), ('3257', '1299'), ('1299', '31027'), ('31027', '44869'), ('44869', '58360'))|('54574c2p', '3257p2p', '1299p2c', '31027p2c', '44869p2c')
2.56.184.254|45.132.189.0/24|('54574', '3257', '2914', '31027', '44869', '58360')|False|0.031609195402298854|(('54574', '3257'), ('3257', '2914'), ('2914', '31027'), ('31027', '44869'), ('44869', '58360'))|('54574c2p', '3257p2p', '2914p2c', '31027p2c', '44869p2c')
5.102.144.2|147.28.33.0/24|('59414', '13030', '1299', '2497', '58361')|False|0.2289272030651341|(('59414', '13030'), ('13030', '1299'), ('1299', '2497'), ('2497', '58361'))|('59414c2p', '13030c2p', '1299p2p', '2497p2c')
5.102.144.2|147.28.33.0/24|('59414', '13030', '2497', '58361')|False|0.006704980842911878|(('59414', '13030'), ('13030', '2497'), ('2497', '58361'))|('59414c2p', '13030p2p', '2497p2c')
5.102.144.2|147.28.33.0/24|('59414', '3303', '2497', '58361')|False|0.4511494252873563|(('59414', '3303'), ('3303', '2497'), ('2497', '58361'))|('59414c2p', '3303p2p', '2497p2c')
5.102.144.2|147.28.33.0/24|('59414', '3303', '3320', '2497', '58361')|False|0.46839080459770116|(('59414', '3303'), ('3303', '3320'), ('3320', '2497'), ('2497', '58361'))|('59414c2p', '3303c2p', '3320p2p', '2497p2c')
5.102.144.2|147.28.33.0/24|('59414', '6830', '2497', '58361')|False|0.04118773946360153|(('59414', '6830'), ('6830', '2497'), ('2497', '58361'))|('59414c2p', '6830p2p', '2497p2c')
5.102.144.2|147.28.37.0/24|('59414', '13030', '1299', '1239', '3130')|False|0.03735632183908046|(('59414', '13030'), ('13030', '1299'), ('1299', '1239'), ('1239', '3130'))|('59414c2p', '13030c2p', '1299p2p', '1239p2c')
5.102.144.2|147.28.37.0/24|('59414', '13030', '1299', '2914', '3130')|False|0.12835249042145594|(('59414', '13030'), ('13030', '1299'), ('1299', '2914'), ('2914', '3130'))|('59414c2p', '13030c2p', '1299p2p', '2914p2c')
5.102.144.2|147.28.37.0/24|('59414', '3303', '2914', '3130')|False|0.48659003831417624|(('59414', '3303'), ('3303', '2914'), ('2914', '3130'))|('59414c2p', '3303c2p', '2914p2c')
5.102.144.2|147.28.37.0/24|('59414', '6830', '2914', '3130')|False|0.04885057471264368|(('59414', '6830'), ('6830', '2914'), ('2914', '3130'))|('59414c2p', '6830p2p', '2914p2c')
5.102.144.2|147.28.41.0/24|('59414', '13030', '1299', '2914', '63528', '58362')|False|0.06992337164750957|(('59414', '13030'), ('13030', '1299'), ('1299', '2914'), ('2914', '63528'), ('63528', '58362'))|('59414c2p', '13030c2p', '1299p2p', '2914p2c', '63528p2c')
5.102.144.2|147.28.41.0/24|('59414', '3303', '174', '2914', '63528', '58362')|False|0.48084291187739464|(('59414', '3303'), ('3303', '174'), ('174', '2914'), ('2914', '63528'), ('63528', '58362'))|('59414c2p', '3303c2p', '174p2p', '2914p2c', '63528p2c')
5.102.144.2|147.28.41.0/24|('59414', '3303', '2914', '63528', '58362')|False|0.017241379310344827|(('59414', '3303'), ('3303', '2914'), ('2914', '63528'), ('63528', '58362'))|('59414c2p', '3303c2p', '2914p2c', '63528p2c')
5.102.144.2|147.28.41.0/24|('59414', '6830', '2914', '63528', '58362')|False|0.03735632183908046|(('59414', '6830'), ('6830', '2914'), ('2914', '63528'), ('63528', '58362'))|('59414c2p', '6830p2p', '2914p2c', '63528p2c')
5.102.144.2|147.28.45.0/24|('59414', '13030', '1299', '174', '37100', '58363')|False|0.38984674329501917|(('59414', '13030'), ('13030', '1299'), ('1299', '174'), ('174', '37100'), ('37100', '58363'))|('59414c2p', '13030c2p', '1299p2p', '174p2c', '37100p2c')
5.102.144.2|147.28.45.0/24|('59414', '13030', '37100', '58363')|False|0.007662835249042145|(('59414', '13030'), ('13030', '37100'), ('37100', '58363'))|('59414c2p', '13030p2p', '37100p2c')
5.102.144.2|147.28.49.0/24|('59414', '13030', '1299', '3356', '3549', '22548', '58364')|False|0.13409961685823754|(('59414', '13030'), ('13030', '1299'), ('1299', '3356'), ('3356', '3549'), ('3549', '22548'), ('22548', '58364'))|('59414c2p', '13030c2p', '1299p2p', '3356p2c', '3549p2c', '22548p2c')
5.102.144.2|147.28.49.0/24|('59414', '13030', '16735', '22548', '58364')|False|0.05363984674329502|(('59414', '13030'), ('13030', '16735'), ('16735', '22548'), ('22548', '58364'))|('59414c2p', '13030p2p', '16735p2c', '22548p2c')
5.102.144.2|147.28.49.0/24|('59414', '3303', '16735', '22548', '58364')|False|0.08524904214559387|(('59414', '3303'), ('3303', '16735'), ('16735', '22548'), ('22548', '58364'))|('59414c2p', '3303p2p', '16735p2c', '22548p2c')
5.102.144.2|147.28.49.0/24|('59414', '3303', '3356', '3549', '22548', '58364')|False|0.28448275862068967|(('59414', '3303'), ('3303', '3356'), ('3356', '3549'), ('3549', '22548'), ('22548', '58364'))|('59414c2p', '3303c2p', '3356p2c', '3549p2c', '22548p2c')
5.102.144.2|147.28.49.0/24|('59414', '6830', '3257', '16735', '22548', '58364')|False|0.28065134099616856|(('59414', '6830'), ('6830', '3257'), ('3257', '16735'), ('16735', '22548'), ('22548', '58364'))|('59414c2p', '6830p2p', '3257p2c', '16735p2c', '22548p2c')
5.102.144.2|147.28.49.0/24|('59414', '6830', '3356', '3549', '22548', '58364')|False|0.19636015325670497|(('59414', '6830'), ('6830', '3356'), ('3356', '3549'), ('3549', '22548'), ('22548', '58364'))|('59414c2p', '6830p2p', '3356p2c', '3549p2c', '22548p2c')
5.102.144.2|147.28.53.0/24|('59414', '13030', '2914', '5539', '58365')|False|0.45306513409961685|(('59414', '13030'), ('13030', '2914'), ('2914', '5539'), ('5539', '58365'))|('59414c2p', '13030p2p', '2914p2c', '5539p2c')
5.102.144.2|147.28.53.0/24|('59414', '13030', '3320', '5539', '58365')|False|0.24616858237547892|(('59414', '13030'), ('13030', '3320'), ('3320', '5539'), ('5539', '58365'))|('59414c2p', '13030p2p', '3320p2c', '5539p2c')
5.102.144.2|147.28.53.0/24|('59414', '13030', '33891', '5539', '58365')|False|0.2739463601532567|(('59414', '13030'), ('13030', '33891'), ('33891', '5539'), ('5539', '58365'))|('59414c2p', '13030p2p', '33891p2c', '5539p2c')
5.102.144.2|147.28.53.0/24|('59414', '13030', '5539', '58365')|False|0.009578544061302681|(('59414', '13030'), ('13030', '5539'), ('5539', '58365'))|('59414c2p', '13030p2p', '5539p2c')
5.102.144.2|147.28.53.0/24|('59414', '3303', '5539', '58365')|False|0.013409961685823755|(('59414', '3303'), ('3303', '5539'), ('5539', '58365'))|('59414c2p', '3303p2p', '5539p2c')
5.102.144.2|147.28.53.0/24|('59414', '6830', '1299', '5539', '58365')|False|0.3793103448275862|(('59414', '6830'), ('6830', '1299'), ('1299', '5539'), ('5539', '58365'))|('59414c2p', '6830p2p', '1299p2c', '5539p2c')
5.102.144.2|45.132.189.0/24|('59414', '13030', '1299', '31027', '44869', '58360')|False|0.1772030651340996|(('59414', '13030'), ('13030', '1299'), ('1299', '31027'), ('31027', '44869'), ('44869', '58360'))|('59414c2p', '13030c2p', '1299p2c', '31027p2c', '44869p2c')
5.102.144.2|45.132.189.0/24|('59414', '13030', '2914', '31027', '44869', '58360')|False|0.06513409961685823|(('59414', '13030'), ('13030', '2914'), ('2914', '31027'), ('31027', '44869'), ('44869', '58360'))|('59414c2p', '13030p2p', '2914p2c', '31027p2c', '44869p2c')
5.102.144.2|45.132.189.0/24|('59414', '13030', '31027', '44869', '58360')|False|0.008620689655172414|(('59414', '13030'), ('13030', '31027'), ('31027', '44869'), ('44869', '58360'))|('59414c2p', '13030p2p', '31027p2c', '44869p2c')
5.102.144.2|45.132.189.0/24|('59414', '3303', '174', '1299', '31027', '44869', '58360')|False|0.36015325670498083|(('59414', '3303'), ('3303', '174'), ('174', '1299'), ('1299', '31027'), ('31027', '44869'), ('44869', '58360'))|('59414c2p', '3303c2p', '174p2p', '1299p2c', '31027p2c', '44869p2c')
5.102.144.2|45.132.189.0/24|('59414', '3303', '31027', '44869', '58360')|False|0.36590038314176243|(('59414', '3303'), ('3303', '31027'), ('31027', '44869'), ('44869', '58360'))|('59414c2p', '3303p2p', '31027p2c', '44869p2c')
5.102.144.2|45.132.189.0/24|('59414', '6830', '1299', '31027', '44869', '58360')|False|0.1772030651340996|(('59414', '6830'), ('6830', '1299'), ('1299', '31027'), ('31027', '44869'), ('44869', '58360'))|('59414c2p', '6830p2p', '1299p2c', '31027p2c', '44869p2c')
5.104.105.126|147.28.53.0/24|('206499', '21385', '5539', '58365')|False|0.44731800766283525|(('206499', '21385'), ('21385', '5539'), ('5539', '58365'))|('206499p2p', '21385p2c', '5539p2c')
5.104.105.126|147.28.53.0/24|('206499', '5539', '58365')|False|0.029693486590038315|(('206499', '5539'), ('5539', '58365'))|('206499p2p', '5539p2c')
5.178.95.254|147.28.33.0/24|('59919', '28716', '1299', '2497', '58361')|False|0.07375478927203065|(('59919', '28716'), ('28716', '1299'), ('1299', '2497'), ('2497', '58361'))|('59919c2p', '28716c2p', '1299p2p', '2497p2c')
5.178.95.254|147.28.33.0/24|('59919', '28716', '2914', '2497', '58361')|False|0.0|(('59919', '28716'), ('28716', '2914'), ('2914', '2497'), ('2497', '58361'))|('59919c2p', '28716c2p', '2914p2c', '2497p2c')
5.178.95.254|147.28.33.0/24|('59919', '28716', '6453', '2497', '58361')|False|0.18007662835249041|(('59919', '28716'), ('28716', '6453'), ('6453', '2497'), ('2497', '58361'))|('59919c2p', '28716c2p', '6453p2p', '2497p2c')
5.178.95.254|147.28.33.0/24|('59919', '41327', '1299', '2497', '58361')|False|0.34099616858237547|(('59919', '41327'), ('41327', '1299'), ('1299', '2497'), ('2497', '58361'))|('59919c2p', '41327c2p', '1299p2p', '2497p2c')
5.178.95.254|147.28.37.0/24|('59919', '28716', '2914', '1239', '3130')|False|0.3505747126436782|(('59919', '28716'), ('28716', '2914'), ('2914', '1239'), ('1239', '3130'))|('59919c2p', '28716c2p', '2914p2p', '1239p2c')
5.178.95.254|147.28.37.0/24|('59919', '28716', '2914', '3130')|False|0.012452107279693486|(('59919', '28716'), ('28716', '2914'), ('2914', '3130'))|('59919c2p', '28716c2p', '2914p2c')
5.178.95.254|147.28.37.0/24|('59919', '28716', '6453', '1239', '3130')|False|0.1896551724137931|(('59919', '28716'), ('28716', '6453'), ('6453', '1239'), ('1239', '3130'))|('59919c2p', '28716c2p', '6453p2p', '1239p2c')
5.178.95.254|147.28.37.0/24|('59919', '41327', '1299', '2914', '3130')|False|0.45689655172413796|(('59919', '41327'), ('41327', '1299'), ('1299', '2914'), ('2914', '3130'))|('59919c2p', '41327c2p', '1299p2p', '2914p2c')
5.178.95.254|147.28.37.0/24|('59919', '41327', '2914', '3130')|False|0.03065134099616858|(('59919', '41327'), ('41327', '2914'), ('2914', '3130'))|('59919c2p', '41327c2p', '2914p2c')
5.178.95.254|147.28.41.0/24|('59919', '28716', '2914', '63528', '58362')|False|0.0009578544061302681|(('59919', '28716'), ('28716', '2914'), ('2914', '63528'), ('63528', '58362'))|('59919c2p', '28716c2p', '2914p2c', '63528p2c')
5.178.95.254|147.28.41.0/24|('59919', '28716', '6453', '2914', '63528', '58362')|False|0.11685823754789272|(('59919', '28716'), ('28716', '6453'), ('6453', '2914'), ('2914', '63528'), ('63528', '58362'))|('59919c2p', '28716c2p', '6453p2p', '2914p2c', '63528p2c')
5.178.95.254|147.28.41.0/24|('59919', '41327', '1299', '2914', '63528', '58362')|False|0.33045977011494254|(('59919', '41327'), ('41327', '1299'), ('1299', '2914'), ('2914', '63528'), ('63528', '58362'))|('59919c2p', '41327c2p', '1299p2p', '2914p2c', '63528p2c')
5.178.95.254|147.28.41.0/24|('59919', '41327', '2914', '63528', '58362')|False|0.02681992337164751|(('59919', '41327'), ('41327', '2914'), ('2914', '63528'), ('63528', '58362'))|('59919c2p', '41327c2p', '2914p2c', '63528p2c')
5.178.95.254|147.28.45.0/24|('59919', '28716', '1299', '174', '37100', '58363')|False|0.39655172413793105|(('59919', '28716'), ('28716', '1299'), ('1299', '174'), ('174', '37100'), ('37100', '58363'))|('59919c2p', '28716c2p', '1299p2p', '174p2c', '37100p2c')
5.178.95.254|147.28.45.0/24|('59919', '28716', '1299', '37100', '58363')|False|0.09291187739463602|(('59919', '28716'), ('28716', '1299'), ('1299', '37100'), ('37100', '58363'))|('59919c2p', '28716c2p', '1299p2c', '37100p2c')
5.178.95.254|147.28.45.0/24|('59919', '28716', '2914', '174', '37100', '58363')|False|0.40900383141762453|(('59919', '28716'), ('28716', '2914'), ('2914', '174'), ('174', '37100'), ('37100', '58363'))|('59919c2p', '28716c2p', '2914p2p', '174p2c', '37100p2c')
5.178.95.254|147.28.45.0/24|('59919', '28716', '37100', '58363')|False|0.0|(('59919', '28716'), ('28716', '37100'), ('37100', '58363'))|('59919c2p', '28716None', '37100p2c')
5.178.95.254|147.28.45.0/24|('59919', '41327', '1299', '174', '37100', '58363')|False|0.45689655172413796|(('59919', '41327'), ('41327', '1299'), ('1299', '174'), ('174', '37100'), ('37100', '58363'))|('59919c2p', '41327c2p', '1299p2p', '174p2c', '37100p2c')
5.178.95.254|147.28.45.0/24|('59919', '41327', '1299', '37100', '58363')|False|0.47413793103448276|(('59919', '41327'), ('41327', '1299'), ('1299', '37100'), ('37100', '58363'))|('59919c2p', '41327c2p', '1299p2c', '37100p2c')
5.178.95.254|147.28.49.0/24|('59919', '41327', '3257', '16735', '22548', '58364')|False|0.2078544061302682|(('59919', '41327'), ('41327', '3257'), ('3257', '16735'), ('16735', '22548'), ('22548', '58364'))|('59919c2p', '41327c2p', '3257p2c', '16735p2c', '22548p2c')
5.178.95.254|147.28.49.0/24|('59919', '41327', '3356', '3549', '22548', '58364')|False|0.24616858237547892|(('59919', '41327'), ('41327', '3356'), ('3356', '3549'), ('3549', '22548'), ('22548', '58364'))|('59919c2p', '41327c2p', '3356p2c', '3549p2c', '22548p2c')
5.178.95.254|147.28.53.0/24|('59919', '28716', '5539', '58365')|False|0.0|(('59919', '28716'), ('28716', '5539'), ('5539', '58365'))|('59919c2p', '28716p2p', '5539p2c')
